Squad,# Pl,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,League,league_name,season,season_start
Groningen,29,34.0,531.0,326.0,283.0,184.0,64.0,228.0,529.0,43.1,301.0,364.0,95.0,269.0,457.0,988.0,619.0,9.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
Heerenveen,24,34.0,592.0,337.0,320.0,219.0,53.0,287.0,635.0,45.2,348.0,415.0,128.0,287.0,457.0,1049.0,810.0,6.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
Heracles Almelo,28,34.0,665.0,426.0,331.0,274.0,60.0,286.0,622.0,46.0,336.0,428.0,104.0,324.0,467.0,1132.0,564.0,12.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
PSV Eindhoven,36,34.0,540.0,327.0,218.0,255.0,67.0,239.0,539.0,44.3,300.0,368.0,69.0,299.0,461.0,1001.0,471.0,9.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
RKC Waalwijk,27,34.0,532.0,294.0,265.0,211.0,56.0,240.0,580.0,41.4,340.0,381.0,107.0,274.0,465.0,997.0,612.0,7.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
Sparta R'dam,23,34.0,633.0,361.0,320.0,249.0,64.0,272.0,624.0,43.6,352.0,350.0,83.0,267.0,442.0,1075.0,698.0,10.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
Twente,28,34.0,604.0,370.0,283.0,247.0,74.0,247.0,560.0,44.1,313.0,380.0,80.0,300.0,437.0,1041.0,617.0,8.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
Utrecht,31,34.0,589.0,366.0,302.0,227.0,60.0,240.0,512.0,46.9,272.0,399.0,106.0,293.0,435.0,1024.0,483.0,7.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
Vitesse,26,34.0,599.0,351.0,259.0,258.0,82.0,288.0,652.0,44.2,364.0,357.0,83.0,274.0,399.0,998.0,466.0,12.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
VVV-Venlo,29,34.0,549.0,317.0,297.0,196.0,56.0,257.0,593.0,43.3,336.0,374.0,136.0,238.0,424.0,973.0,730.0,4.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
Willem II,30,34.0,615.0,363.0,293.0,263.0,59.0,237.0,581.0,40.8,344.0,414.0,118.0,296.0,449.0,1064.0,626.0,6.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
Zwolle,27,34.0,586.0,354.0,284.0,227.0,75.0,271.0,642.0,42.2,371.0,339.0,96.0,243.0,429.0,1015.0,647.0,16.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
B-SAD,29,34.0,535.0,325.0,265.0,218.0,52.0,229.0,560.0,40.9,331.0,339.0,90.0,249.0,405.0,940.0,719.0,8.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Benfica,32,34.0,488.0,308.0,196.0,221.0,71.0,238.0,553.0,43.0,315.0,307.0,55.0,252.0,385.0,873.0,435.0,15.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Boavista,25,34.0,540.0,336.0,256.0,221.0,63.0,235.0,593.0,39.6,358.0,304.0,81.0,223.0,478.0,1018.0,759.0,12.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Braga,33,34.0,508.0,307.0,210.0,238.0,60.0,243.0,610.0,39.8,367.0,300.0,60.0,240.0,400.0,908.0,505.0,7.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Famalicão,40,34.0,524.0,314.0,272.0,207.0,45.0,235.0,558.0,42.1,323.0,314.0,78.0,236.0,424.0,948.0,627.0,10.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Farense,30,34.0,482.0,288.0,246.0,183.0,53.0,213.0,535.0,39.8,322.0,365.0,98.0,267.0,442.0,924.0,585.0,6.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Gil Vicente FC,29,34.0,461.0,282.0,221.0,199.0,41.0,217.0,531.0,40.9,314.0,339.0,110.0,229.0,373.0,834.0,628.0,2.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Marítimo,33,34.0,540.0,344.0,271.0,216.0,53.0,235.0,544.0,43.2,309.0,367.0,114.0,253.0,370.0,910.0,690.0,12.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Moreirense,31,34.0,528.0,328.0,242.0,219.0,67.0,214.0,546.0,39.2,332.0,344.0,111.0,233.0,402.0,930.0,561.0,11.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Nacional,30,34.0,500.0,310.0,248.0,203.0,49.0,263.0,610.0,43.1,347.0,390.0,115.0,275.0,423.0,923.0,706.0,14.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Paços de Ferreira,27,34.0,581.0,368.0,311.0,222.0,48.0,224.0,591.0,37.9,367.0,345.0,85.0,260.0,417.0,998.0,643.0,9.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Portimonense,28,34.0,540.0,324.0,245.0,237.0,58.0,235.0,548.0,42.9,313.0,328.0,106.0,222.0,485.0,1025.0,693.0,2.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Porto,31,34.0,486.0,302.0,199.0,208.0,79.0,229.0,523.0,43.8,294.0,299.0,70.0,229.0,319.0,805.0,467.0,10.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Rio Ave,30,34.0,516.0,319.0,262.0,201.0,53.0,255.0,568.0,44.9,313.0,312.0,70.0,242.0,378.0,894.0,567.0,15.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Santa Clara,29,34.0,533.0,327.0,244.0,233.0,56.0,232.0,555.0,41.8,323.0,383.0,97.0,286.0,385.0,918.0,694.0,6.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Sporting CP,30,34.0,526.0,316.0,213.0,242.0,71.0,236.0,522.0,45.2,286.0,285.0,57.0,228.0,448.0,974.0,432.0,9.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Tondela,26,34.0,528.0,320.0,270.0,223.0,35.0,244.0,579.0,42.1,335.0,327.0,92.0,235.0,401.0,929.0,664.0,11.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Vitória,30,34.0,470.0,305.0,218.0,214.0,38.0,218.0,496.0,44.0,278.0,308.0,79.0,229.0,424.0,894.0,623.0,9.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Barnsley,29,46.0,779.0,486.0,388.0,291.0,100.0,329.0,713.0,46.1,384.0,540.0,89.0,451.0,577.0,1356.0,1108.0,10.0,Championship 2020-2021,championship,2020-2021,2020
Birmingham City,34,46.0,668.0,395.0,327.0,269.0,72.0,279.0,612.0,45.6,333.0,437.0,145.0,292.0,521.0,1189.0,943.0,15.0,Championship 2020-2021,championship,2020-2021,2020
Blackburn,32,46.0,676.0,420.0,345.0,261.0,70.0,284.0,615.0,46.2,331.0,463.0,153.0,310.0,544.0,1220.0,767.0,9.0,Championship 2020-2021,championship,2020-2021,2020
Bournemouth,29,46.0,536.0,315.0,271.0,191.0,74.0,211.0,471.0,44.8,260.0,417.0,129.0,288.0,433.0,969.0,801.0,14.0,Championship 2020-2021,championship,2020-2021,2020
Brentford,29,46.0,622.0,349.0,332.0,215.0,75.0,297.0,641.0,46.3,344.0,377.0,104.0,273.0,434.0,1056.0,909.0,8.0,Championship 2020-2021,championship,2020-2021,2020
Bristol City,39,46.0,609.0,375.0,310.0,238.0,61.0,271.0,657.0,41.2,386.0,495.0,197.0,298.0,600.0,1209.0,1053.0,14.0,Championship 2020-2021,championship,2020-2021,2020
Cardiff City,30,46.0,618.0,384.0,305.0,250.0,63.0,240.0,576.0,41.7,336.0,416.0,143.0,273.0,459.0,1077.0,1008.0,14.0,Championship 2020-2021,championship,2020-2021,2020
Coventry City,29,46.0,695.0,413.0,325.0,285.0,85.0,315.0,751.0,41.9,436.0,484.0,132.0,352.0,511.0,1206.0,986.0,12.0,Championship 2020-2021,championship,2020-2021,2020
Derby County,37,46.0,683.0,420.0,318.0,292.0,73.0,295.0,634.0,46.5,339.0,434.0,108.0,326.0,423.0,1106.0,921.0,10.0,Championship 2020-2021,championship,2020-2021,2020
Huddersfield,35,46.0,613.0,368.0,329.0,223.0,61.0,269.0,609.0,44.2,340.0,472.0,145.0,327.0,485.0,1098.0,936.0,21.0,Championship 2020-2021,championship,2020-2021,2020
Luton Town,27,46.0,614.0,375.0,293.0,251.0,70.0,311.0,647.0,48.1,336.0,482.0,155.0,327.0,499.0,1113.0,972.0,10.0,Championship 2020-2021,championship,2020-2021,2020
Middlesbrough,31,46.0,653.0,406.0,315.0,271.0,67.0,276.0,507.0,54.4,231.0,453.0,122.0,331.0,503.0,1156.0,765.0,8.0,Championship 2020-2021,championship,2020-2021,2020
Millwall,27,46.0,631.0,378.0,334.0,253.0,44.0,246.0,551.0,44.6,305.0,457.0,149.0,308.0,577.0,1208.0,894.0,8.0,Championship 2020-2021,championship,2020-2021,2020
Norwich City,30,46.0,635.0,378.0,300.0,253.0,82.0,250.0,602.0,41.5,352.0,467.0,134.0,333.0,452.0,1087.0,909.0,9.0,Championship 2020-2021,championship,2020-2021,2020
Nott'ham Forest,32,46.0,577.0,352.0,284.0,216.0,77.0,244.0,556.0,43.9,312.0,430.0,153.0,277.0,513.0,1090.0,896.0,19.0,Championship 2020-2021,championship,2020-2021,2020
Preston,32,46.0,642.0,386.0,289.0,279.0,74.0,303.0,674.0,45.0,371.0,469.0,157.0,312.0,555.0,1197.0,989.0,12.0,Championship 2020-2021,championship,2020-2021,2020
QPR,28,46.0,570.0,336.0,275.0,210.0,85.0,265.0,582.0,45.5,317.0,433.0,151.0,282.0,476.0,1046.0,935.0,7.0,Championship 2020-2021,championship,2020-2021,2020
Reading,27,46.0,711.0,443.0,367.0,273.0,71.0,278.0,638.0,43.6,360.0,430.0,123.0,307.0,485.0,1196.0,864.0,17.0,Championship 2020-2021,championship,2020-2021,2020
Rotherham Utd,26,46.0,646.0,400.0,307.0,282.0,57.0,286.0,654.0,43.7,368.0,464.0,122.0,342.0,565.0,1211.0,970.0,9.0,Championship 2020-2021,championship,2020-2021,2020
Sheffield Weds,29,46.0,645.0,396.0,367.0,222.0,56.0,248.0,572.0,43.4,324.0,422.0,147.0,275.0,550.0,1195.0,996.0,7.0,Championship 2020-2021,championship,2020-2021,2020
Stoke City,33,46.0,591.0,358.0,257.0,272.0,62.0,222.0,536.0,41.4,314.0,457.0,145.0,312.0,444.0,1035.0,984.0,12.0,Championship 2020-2021,championship,2020-2021,2020
Swansea City,29,46.0,653.0,371.0,291.0,289.0,73.0,254.0,553.0,45.9,299.0,430.0,157.0,273.0,486.0,1139.0,974.0,11.0,Championship 2020-2021,championship,2020-2021,2020
Watford,34,46.0,720.0,405.0,356.0,297.0,67.0,316.0,697.0,45.3,381.0,417.0,131.0,286.0,490.0,1210.0,914.0,9.0,Championship 2020-2021,championship,2020-2021,2020
Wycombe,28,46.0,588.0,335.0,279.0,249.0,60.0,234.0,522.0,44.8,288.0,479.0,166.0,313.0,520.0,1108.0,1027.0,9.0,Championship 2020-2021,championship,2020-2021,2020
Augsburg,28,34.0,534.0,314.0,271.0,215.0,48.0,220.0,563.0,39.1,343.0,362.0,123.0,239.0,434.0,968.0,778.0,8.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
Bayern Munich,29,34.0,500.0,293.0,180.0,222.0,98.0,211.0,503.0,41.9,292.0,290.0,79.0,211.0,342.0,842.0,382.0,9.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
Dortmund,27,34.0,529.0,329.0,249.0,214.0,66.0,226.0,509.0,44.4,283.0,353.0,88.0,265.0,375.0,904.0,463.0,10.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
Düsseldorf,28,34.0,496.0,307.0,244.0,199.0,53.0,200.0,540.0,37.0,340.0,350.0,105.0,245.0,376.0,872.0,610.0,9.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
Eint Frankfurt,27,34.0,596.0,377.0,278.0,246.0,72.0,232.0,617.0,37.6,385.0,403.0,97.0,306.0,376.0,972.0,520.0,5.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
Freiburg,26,34.0,431.0,252.0,226.0,162.0,43.0,175.0,497.0,35.2,322.0,401.0,157.0,244.0,354.0,785.0,810.0,18.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
Gladbach,25,34.0,552.0,322.0,254.0,215.0,83.0,228.0,586.0,38.9,358.0,398.0,106.0,292.0,381.0,933.0,596.0,11.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
Hertha BSC,32,34.0,556.0,341.0,282.0,221.0,53.0,208.0,521.0,39.9,313.0,435.0,130.0,305.0,409.0,965.0,794.0,12.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
Hoffenheim,31,34.0,529.0,309.0,283.0,196.0,50.0,239.0,578.0,41.3,339.0,384.0,121.0,263.0,349.0,878.0,719.0,9.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
Köln,29,34.0,607.0,413.0,292.0,257.0,58.0,249.0,622.0,40.0,373.0,397.0,97.0,300.0,435.0,1042.0,681.0,5.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
Leverkusen,24,34.0,557.0,353.0,239.0,244.0,74.0,263.0,600.0,43.8,337.0,365.0,71.0,294.0,333.0,890.0,496.0,11.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
Mainz 05,25,34.0,576.0,331.0,280.0,233.0,63.0,225.0,542.0,41.5,317.0,403.0,110.0,293.0,363.0,939.0,724.0,13.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
Paderborn 07,27,34.0,632.0,400.0,354.0,221.0,57.0,301.0,722.0,41.7,421.0,435.0,111.0,324.0,364.0,996.0,747.0,9.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
RB Leipzig,29,34.0,616.0,361.0,280.0,251.0,85.0,258.0,624.0,41.3,366.0,397.0,86.0,311.0,364.0,980.0,610.0,16.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
Schalke 04,29,34.0,589.0,361.0,268.0,242.0,79.0,255.0,625.0,40.8,370.0,474.0,118.0,356.0,407.0,996.0,656.0,15.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
Union Berlin,26,34.0,550.0,322.0,265.0,220.0,65.0,213.0,565.0,37.7,352.0,396.0,124.0,272.0,421.0,971.0,775.0,8.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
Werder Bremen,30,34.0,550.0,345.0,285.0,199.0,66.0,216.0,573.0,37.7,357.0,369.0,123.0,246.0,423.0,973.0,775.0,11.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
Wolfsburg,26,34.0,598.0,363.0,277.0,247.0,74.0,241.0,589.0,40.9,348.0,378.0,87.0,291.0,377.0,975.0,649.0,9.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
Arsenal,29,38.0,584.0,336.0,296.0,217.0,71.0,249.0,612.0,40.7,363.0,398.0,141.0,257.0,351.0,935.0,754.0,18.0,Premier League 2019-2020,premier league,2019-2020,2019
Aston Villa,28,38.0,523.0,291.0,285.0,174.0,64.0,223.0,597.0,37.4,374.0,456.0,184.0,272.0,423.0,946.0,928.0,26.0,Premier League 2019-2020,premier league,2019-2020,2019
Bournemouth,27,38.0,507.0,299.0,254.0,206.0,47.0,207.0,567.0,36.5,360.0,439.0,160.0,279.0,475.0,982.0,1008.0,16.0,Premier League 2019-2020,premier league,2019-2020,2019
Brighton,25,38.0,641.0,379.0,295.0,269.0,77.0,245.0,642.0,38.2,397.0,437.0,137.0,300.0,419.0,1060.0,750.0,15.0,Premier League 2019-2020,premier league,2019-2020,2019
Burnley,22,38.0,547.0,344.0,238.0,241.0,68.0,240.0,585.0,41.0,345.0,450.0,175.0,275.0,387.0,934.0,901.0,15.0,Premier League 2019-2020,premier league,2019-2020,2019
Chelsea,27,38.0,638.0,362.0,304.0,258.0,76.0,246.0,604.0,40.7,358.0,361.0,91.0,270.0,459.0,1097.0,631.0,14.0,Premier League 2019-2020,premier league,2019-2020,2019
Crystal Palace,25,38.0,686.0,390.0,367.0,244.0,75.0,316.0,711.0,44.4,395.0,399.0,135.0,264.0,444.0,1130.0,856.0,18.0,Premier League 2019-2020,premier league,2019-2020,2019
Everton,24,38.0,671.0,408.0,328.0,262.0,81.0,282.0,672.0,42.0,390.0,372.0,111.0,261.0,408.0,1079.0,778.0,13.0,Premier League 2019-2020,premier league,2019-2020,2019
Leicester City,24,38.0,742.0,432.0,347.0,320.0,75.0,298.0,725.0,41.1,427.0,420.0,92.0,328.0,423.0,1165.0,767.0,16.0,Premier League 2019-2020,premier league,2019-2020,2019
Liverpool,24,38.0,550.0,325.0,195.0,243.0,112.0,217.0,588.0,36.9,371.0,302.0,68.0,234.0,352.0,902.0,634.0,25.0,Premier League 2019-2020,premier league,2019-2020,2019
Manchester City,24,38.0,514.0,301.0,204.0,210.0,100.0,230.0,605.0,38.0,375.0,292.0,66.0,226.0,352.0,866.0,495.0,21.0,Premier League 2019-2020,premier league,2019-2020,2019
Manchester Utd,29,38.0,579.0,333.0,267.0,231.0,81.0,254.0,634.0,40.1,380.0,360.0,99.0,261.0,379.0,958.0,703.0,14.0,Premier League 2019-2020,premier league,2019-2020,2019
Newcastle Utd,28,38.0,603.0,357.0,364.0,198.0,41.0,273.0,632.0,43.2,359.0,402.0,152.0,250.0,391.0,994.0,988.0,19.0,Premier League 2019-2020,premier league,2019-2020,2019
Norwich City,30,38.0,628.0,379.0,359.0,210.0,59.0,267.0,700.0,38.1,433.0,453.0,171.0,282.0,397.0,1025.0,959.0,20.0,Premier League 2019-2020,premier league,2019-2020,2019
Sheffield Utd,26,38.0,611.0,377.0,304.0,229.0,78.0,261.0,646.0,40.4,385.0,336.0,106.0,230.0,420.0,1031.0,931.0,16.0,Premier League 2019-2020,premier league,2019-2020,2019
Southampton,25,38.0,706.0,416.0,325.0,287.0,94.0,324.0,793.0,40.9,469.0,488.0,124.0,364.0,425.0,1131.0,867.0,21.0,Premier League 2019-2020,premier league,2019-2020,2019
Tottenham,29,38.0,665.0,415.0,331.0,281.0,53.0,253.0,681.0,37.2,428.0,441.0,148.0,293.0,381.0,1046.0,894.0,24.0,Premier League 2019-2020,premier league,2019-2020,2019
Watford,26,38.0,657.0,369.0,347.0,249.0,61.0,267.0,713.0,37.4,446.0,396.0,135.0,261.0,424.0,1081.0,869.0,4.0,Premier League 2019-2020,premier league,2019-2020,2019
West Ham,29,38.0,696.0,417.0,374.0,263.0,59.0,300.0,745.0,40.3,445.0,383.0,117.0,266.0,421.0,1117.0,789.0,16.0,Premier League 2019-2020,premier league,2019-2020,2019
Wolves,21,38.0,646.0,367.0,358.0,227.0,61.0,281.0,685.0,41.0,404.0,378.0,109.0,269.0,437.0,1083.0,702.0,23.0,Premier League 2019-2020,premier league,2019-2020,2019
Alavés,32,38.0,579.0,346.0,261.0,265.0,53.0,255.0,619.0,41.2,364.0,385.0,114.0,271.0,392.0,971.0,766.0,7.0,La Liga 2019-2020,la liga,2019-2020,2019
Athletic Club,26,38.0,533.0,324.0,262.0,204.0,67.0,217.0,613.0,35.4,396.0,339.0,92.0,247.0,373.0,906.0,755.0,7.0,La Liga 2019-2020,la liga,2019-2020,2019
Atlético Madrid,30,38.0,658.0,406.0,293.0,272.0,93.0,283.0,640.0,44.2,357.0,380.0,108.0,272.0,412.0,1070.0,729.0,18.0,La Liga 2019-2020,la liga,2019-2020,2019
Barcelona,28,38.0,536.0,323.0,216.0,223.0,97.0,211.0,501.0,42.1,290.0,313.0,87.0,226.0,342.0,878.0,529.0,16.0,La Liga 2019-2020,la liga,2019-2020,2019
Betis,27,38.0,501.0,299.0,276.0,173.0,52.0,221.0,511.0,43.2,290.0,336.0,119.0,217.0,302.0,803.0,682.0,8.0,La Liga 2019-2020,la liga,2019-2020,2019
Celta Vigo,30,38.0,589.0,357.0,344.0,193.0,52.0,251.0,615.0,40.8,364.0,345.0,89.0,256.0,396.0,985.0,807.0,12.0,La Liga 2019-2020,la liga,2019-2020,2019
Eibar,26,38.0,567.0,338.0,240.0,228.0,99.0,264.0,607.0,43.5,343.0,332.0,81.0,251.0,430.0,997.0,692.0,8.0,La Liga 2019-2020,la liga,2019-2020,2019
Espanyol,31,38.0,628.0,364.0,303.0,253.0,72.0,257.0,701.0,36.7,444.0,380.0,96.0,284.0,360.0,988.0,731.0,17.0,La Liga 2019-2020,la liga,2019-2020,2019
Getafe,30,38.0,580.0,341.0,235.0,263.0,82.0,235.0,573.0,41.0,338.0,374.0,60.0,314.0,367.0,947.0,625.0,12.0,La Liga 2019-2020,la liga,2019-2020,2019
Granada,27,38.0,584.0,349.0,257.0,257.0,70.0,238.0,570.0,41.8,332.0,375.0,118.0,257.0,383.0,967.0,750.0,10.0,La Liga 2019-2020,la liga,2019-2020,2019
Leganés,29,38.0,603.0,357.0,317.0,215.0,71.0,254.0,610.0,41.6,356.0,320.0,73.0,247.0,418.0,1021.0,687.0,7.0,La Liga 2019-2020,la liga,2019-2020,2019
Levante,29,38.0,507.0,288.0,281.0,173.0,53.0,204.0,532.0,38.3,328.0,317.0,107.0,210.0,331.0,838.0,763.0,14.0,La Liga 2019-2020,la liga,2019-2020,2019
Mallorca,32,38.0,545.0,338.0,280.0,213.0,52.0,227.0,602.0,37.7,375.0,360.0,117.0,243.0,376.0,921.0,672.0,9.0,La Liga 2019-2020,la liga,2019-2020,2019
Osasuna,31,38.0,613.0,361.0,275.0,267.0,71.0,267.0,617.0,43.3,350.0,385.0,98.0,287.0,417.0,1030.0,738.0,19.0,La Liga 2019-2020,la liga,2019-2020,2019
Real Madrid,26,38.0,586.0,355.0,252.0,253.0,81.0,226.0,595.0,38.0,369.0,367.0,77.0,290.0,381.0,967.0,590.0,13.0,La Liga 2019-2020,la liga,2019-2020,2019
Real Sociedad,27,38.0,551.0,321.0,254.0,224.0,73.0,252.0,573.0,44.0,321.0,346.0,79.0,267.0,320.0,871.0,694.0,12.0,La Liga 2019-2020,la liga,2019-2020,2019
Sevilla,26,38.0,587.0,344.0,274.0,246.0,67.0,261.0,661.0,39.5,400.0,331.0,94.0,237.0,346.0,933.0,704.0,10.0,La Liga 2019-2020,la liga,2019-2020,2019
Valencia,28,38.0,500.0,311.0,270.0,173.0,57.0,232.0,589.0,39.4,357.0,334.0,130.0,204.0,360.0,860.0,748.0,12.0,La Liga 2019-2020,la liga,2019-2020,2019
Valladolid,30,38.0,568.0,327.0,316.0,204.0,48.0,239.0,672.0,35.6,433.0,391.0,112.0,279.0,390.0,958.0,749.0,13.0,La Liga 2019-2020,la liga,2019-2020,2019
Villarreal,25,38.0,553.0,323.0,250.0,239.0,64.0,218.0,602.0,36.2,384.0,362.0,116.0,246.0,339.0,892.0,814.0,12.0,La Liga 2019-2020,la liga,2019-2020,2019
Atalanta,30,38.0,627.0,351.0,252.0,278.0,97.0,263.0,643.0,40.9,380.0,396.0,111.0,285.0,418.0,1045.0,532.0,12.0,Serie A 2019-2020,serie a,2019-2020,2019
Bologna,31,38.0,575.0,338.0,270.0,238.0,67.0,226.0,619.0,36.5,393.0,390.0,125.0,265.0,412.0,987.0,667.0,13.0,Serie A 2019-2020,serie a,2019-2020,2019
Brescia,32,38.0,507.0,273.0,256.0,195.0,56.0,226.0,559.0,40.4,333.0,399.0,170.0,229.0,361.0,868.0,886.0,12.0,Serie A 2019-2020,serie a,2019-2020,2019
Cagliari,33,38.0,560.0,338.0,300.0,203.0,57.0,231.0,619.0,37.3,388.0,445.0,174.0,271.0,337.0,897.0,855.0,13.0,Serie A 2019-2020,serie a,2019-2020,2019
Fiorentina,33,38.0,571.0,333.0,300.0,205.0,66.0,213.0,628.0,33.9,415.0,346.0,98.0,248.0,347.0,918.0,719.0,9.0,Serie A 2019-2020,serie a,2019-2020,2019
Genoa,34,38.0,551.0,335.0,268.0,210.0,73.0,212.0,589.0,36.0,377.0,410.0,150.0,260.0,385.0,936.0,775.0,16.0,Serie A 2019-2020,serie a,2019-2020,2019
Hellas Verona,30,38.0,488.0,290.0,237.0,187.0,64.0,203.0,463.0,43.8,260.0,361.0,173.0,188.0,398.0,886.0,825.0,10.0,Serie A 2019-2020,serie a,2019-2020,2019
Inter,29,38.0,524.0,287.0,228.0,212.0,84.0,196.0,575.0,34.1,379.0,371.0,120.0,251.0,370.0,894.0,657.0,12.0,Serie A 2019-2020,serie a,2019-2020,2019
Juventus,30,38.0,539.0,318.0,225.0,219.0,95.0,224.0,582.0,38.5,358.0,374.0,120.0,254.0,370.0,909.0,590.0,14.0,Serie A 2019-2020,serie a,2019-2020,2019
Lazio,27,38.0,547.0,311.0,270.0,205.0,72.0,224.0,612.0,36.6,388.0,404.0,142.0,262.0,378.0,925.0,642.0,9.0,Serie A 2019-2020,serie a,2019-2020,2019
Lecce,30,38.0,525.0,293.0,288.0,192.0,45.0,234.0,628.0,37.3,394.0,395.0,150.0,245.0,383.0,908.0,793.0,30.0,Serie A 2019-2020,serie a,2019-2020,2019
Milan,32,38.0,581.0,345.0,270.0,237.0,74.0,234.0,620.0,37.7,386.0,353.0,106.0,247.0,419.0,1000.0,652.0,19.0,Serie A 2019-2020,serie a,2019-2020,2019
Napoli,25,38.0,487.0,295.0,223.0,183.0,81.0,206.0,540.0,38.1,334.0,322.0,86.0,236.0,330.0,817.0,464.0,11.0,Serie A 2019-2020,serie a,2019-2020,2019
Parma,25,38.0,615.0,348.0,329.0,228.0,58.0,282.0,708.0,39.8,426.0,423.0,177.0,246.0,394.0,1009.0,859.0,14.0,Serie A 2019-2020,serie a,2019-2020,2019
Roma,31,38.0,493.0,303.0,202.0,203.0,88.0,197.0,503.0,39.2,306.0,347.0,107.0,240.0,400.0,893.0,644.0,15.0,Serie A 2019-2020,serie a,2019-2020,2019
Sampdoria,31,38.0,584.0,354.0,267.0,224.0,93.0,230.0,605.0,38.0,375.0,397.0,116.0,281.0,396.0,980.0,778.0,5.0,Serie A 2019-2020,serie a,2019-2020,2019
Sassuolo,31,38.0,553.0,332.0,273.0,211.0,69.0,249.0,556.0,44.8,307.0,392.0,130.0,262.0,348.0,901.0,666.0,9.0,Serie A 2019-2020,serie a,2019-2020,2019
SPAL,34,38.0,554.0,327.0,299.0,197.0,58.0,222.0,571.0,38.9,349.0,390.0,170.0,220.0,394.0,948.0,748.0,15.0,Serie A 2019-2020,serie a,2019-2020,2019
Torino,27,38.0,572.0,314.0,266.0,236.0,70.0,212.0,549.0,38.6,337.0,433.0,160.0,273.0,495.0,1067.0,875.0,14.0,Serie A 2019-2020,serie a,2019-2020,2019
Udinese,25,38.0,597.0,340.0,329.0,214.0,54.0,253.0,593.0,42.7,340.0,434.0,153.0,281.0,375.0,972.0,789.0,13.0,Serie A 2019-2020,serie a,2019-2020,2019
Amiens,27,28.0,425.0,238.0,194.0,184.0,47.0,201.0,510.0,39.4,309.0,280.0,87.0,193.0,300.0,725.0,615.0,17.0,Ligue 1 2019-2020,ligue 1,2019-2020,2019
Angers,26,28.0,439.0,279.0,206.0,178.0,55.0,177.0,452.0,39.2,275.0,229.0,51.0,178.0,267.0,706.0,513.0,8.0,Ligue 1 2019-2020,ligue 1,2019-2020,2019
Bordeaux,26,28.0,483.0,284.0,232.0,206.0,45.0,230.0,595.0,38.7,365.0,237.0,89.0,148.0,302.0,785.0,575.0,13.0,Ligue 1 2019-2020,ligue 1,2019-2020,2019
Brest,24,28.0,484.0,282.0,238.0,186.0,60.0,184.0,472.0,39.0,288.0,263.0,82.0,181.0,352.0,836.0,537.0,11.0,Ligue 1 2019-2020,ligue 1,2019-2020,2019
