Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,League,league_name,season,season_start
vs Chaves,31,34.0,16517.0,14723.0,1753.0,472.0,52.0,144.0,834.0,681.0,246.0,106.0,72.0,1.0,13094.0,41.0,327.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
vs Estoril,33,34.0,15774.0,13961.0,1737.0,515.0,52.0,139.0,684.0,686.0,201.0,88.0,56.0,2.0,12640.0,76.0,237.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
vs Famalicão,33,34.0,16916.0,14989.0,1892.0,524.0,42.0,138.0,697.0,826.0,184.0,81.0,50.0,1.0,13500.0,35.0,326.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
vs Gil Vicente FC,32,34.0,15132.0,13251.0,1725.0,526.0,82.0,137.0,642.0,668.0,170.0,92.0,34.0,3.0,11667.0,156.0,287.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
vs Marítimo,39,34.0,15489.0,13540.0,1896.0,540.0,68.0,149.0,585.0,775.0,194.0,82.0,52.0,1.0,12025.0,53.0,278.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
vs Paços de Ferreira,36,34.0,17153.0,15248.0,1800.0,537.0,74.0,112.0,669.0,755.0,207.0,111.0,56.0,5.0,13912.0,105.0,269.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
vs Portimonense,35,34.0,15931.0,13977.0,1903.0,540.0,66.0,139.0,656.0,827.0,204.0,91.0,60.0,2.0,12277.0,51.0,304.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
vs Porto,28,34.0,13164.0,11241.0,1869.0,553.0,31.0,147.0,508.0,698.0,122.0,68.0,24.0,1.0,9846.0,54.0,282.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
vs Rio Ave,30,34.0,16897.0,14894.0,1945.0,551.0,44.0,150.0,714.0,829.0,206.0,102.0,57.0,3.0,13453.0,58.0,306.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
vs Santa Clara,34,34.0,17796.0,15888.0,1859.0,552.0,73.0,100.0,643.0,782.0,197.0,92.0,62.0,2.0,14106.0,49.0,297.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
vs Sporting CP,32,34.0,12396.0,10754.0,1569.0,473.0,49.0,98.0,361.0,557.0,93.0,50.0,31.0,0.0,9374.0,73.0,252.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
vs Vitória,34,34.0,16160.0,14266.0,1799.0,544.0,67.0,157.0,641.0,750.0,171.0,92.0,46.0,0.0,12606.0,95.0,306.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
vs Vizela,30,34.0,17651.0,15819.0,1788.0,488.0,51.0,162.0,826.0,765.0,208.0,99.0,65.0,3.0,14041.0,44.0,291.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
vs Birmingham City,31,46.0,22886.0,20281.0,2507.0,551.0,34.0,200.0,926.0,1267.0,249.0,113.0,91.0,4.0,17005.0,98.0,451.0,Championship 2022-2023,championship,2022-2023,2022
vs Blackburn,28,46.0,20631.0,18275.0,2288.0,511.0,32.0,132.0,795.0,1119.0,241.0,137.0,65.0,9.0,15411.0,68.0,412.0,Championship 2022-2023,championship,2022-2023,2022
vs Blackpool,35,46.0,22816.0,20348.0,2390.0,516.0,48.0,139.0,966.0,1179.0,270.0,141.0,61.0,8.0,17090.0,78.0,431.0,Championship 2022-2023,championship,2022-2023,2022
vs Bristol City,28,46.0,21369.0,18993.0,2313.0,499.0,46.0,157.0,855.0,1083.0,247.0,147.0,59.0,9.0,15633.0,63.0,428.0,Championship 2022-2023,championship,2022-2023,2022
vs Burnley,28,46.0,15883.0,13525.0,2284.0,531.0,22.0,137.0,660.0,1015.0,178.0,93.0,55.0,5.0,10942.0,74.0,385.0,Championship 2022-2023,championship,2022-2023,2022
vs Cardiff City,31,46.0,22437.0,20082.0,2238.0,489.0,53.0,157.0,831.0,1074.0,225.0,124.0,59.0,10.0,16966.0,117.0,395.0,Championship 2022-2023,championship,2022-2023,2022
vs Coventry City,28,46.0,22631.0,20000.0,2536.0,526.0,55.0,212.0,937.0,1278.0,247.0,149.0,58.0,6.0,17000.0,95.0,446.0,Championship 2022-2023,championship,2022-2023,2022
vs Huddersfield,40,46.0,24754.0,22402.0,2265.0,512.0,56.0,169.0,954.0,1108.0,254.0,123.0,80.0,9.0,19064.0,87.0,389.0,Championship 2022-2023,championship,2022-2023,2022
vs Hull City,36,46.0,23004.0,20650.0,2285.0,552.0,63.0,148.0,941.0,1045.0,247.0,113.0,67.0,5.0,17889.0,69.0,394.0,Championship 2022-2023,championship,2022-2023,2022
vs Luton Town,30,46.0,21126.0,18609.0,2464.0,637.0,24.0,141.0,859.0,1119.0,221.0,129.0,60.0,2.0,14985.0,53.0,461.0,Championship 2022-2023,championship,2022-2023,2022
vs Middlesbrough,29,46.0,18848.0,16625.0,2127.0,521.0,39.0,175.0,687.0,924.0,192.0,104.0,37.0,9.0,13998.0,96.0,377.0,Championship 2022-2023,championship,2022-2023,2022
vs Millwall,26,46.0,21878.0,19532.0,2299.0,566.0,23.0,168.0,767.0,1067.0,203.0,130.0,47.0,6.0,16146.0,47.0,388.0,Championship 2022-2023,championship,2022-2023,2022
vs Norwich City,31,46.0,18848.0,16518.0,2259.0,495.0,27.0,152.0,738.0,1089.0,198.0,95.0,55.0,6.0,13731.0,71.0,430.0,Championship 2022-2023,championship,2022-2023,2022
vs Preston,28,46.0,21834.0,19382.0,2394.0,572.0,45.0,144.0,886.0,1161.0,250.0,128.0,70.0,10.0,16118.0,58.0,439.0,Championship 2022-2023,championship,2022-2023,2022
vs QPR,29,46.0,20989.0,18406.0,2488.0,549.0,45.0,208.0,831.0,1229.0,232.0,129.0,74.0,5.0,15293.0,95.0,453.0,Championship 2022-2023,championship,2022-2023,2022
vs Reading,32,46.0,23754.0,21391.0,2276.0,520.0,44.0,189.0,974.0,1133.0,231.0,101.0,75.0,7.0,18525.0,87.0,380.0,Championship 2022-2023,championship,2022-2023,2022
vs Rotherham Utd,33,46.0,21822.0,19292.0,2426.0,535.0,48.0,209.0,987.0,1193.0,283.0,148.0,72.0,12.0,15842.0,104.0,395.0,Championship 2022-2023,championship,2022-2023,2022
vs Sheffield Utd,32,46.0,20191.0,17524.0,2598.0,538.0,24.0,147.0,836.0,1280.0,225.0,123.0,56.0,9.0,14498.0,69.0,456.0,Championship 2022-2023,championship,2022-2023,2022
vs Stoke City,32,46.0,19246.0,16694.0,2469.0,587.0,48.0,120.0,776.0,1168.0,227.0,93.0,74.0,8.0,13476.0,83.0,412.0,Championship 2022-2023,championship,2022-2023,2022
vs Sunderland,30,46.0,19420.0,17187.0,2181.0,536.0,31.0,136.0,889.0,972.0,240.0,131.0,61.0,10.0,14264.0,52.0,415.0,Championship 2022-2023,championship,2022-2023,2022
vs Swansea City,24,46.0,16983.0,14882.0,2039.0,511.0,26.0,134.0,736.0,882.0,200.0,117.0,48.0,1.0,12752.0,62.0,314.0,Championship 2022-2023,championship,2022-2023,2022
vs Watford,41,46.0,19715.0,17219.0,2422.0,601.0,36.0,127.0,874.0,1139.0,236.0,119.0,65.0,11.0,14273.0,74.0,459.0,Championship 2022-2023,championship,2022-2023,2022
vs West Brom,31,46.0,20141.0,17782.0,2297.0,492.0,37.0,143.0,713.0,1061.0,204.0,110.0,48.0,4.0,14770.0,62.0,410.0,Championship 2022-2023,championship,2022-2023,2022
vs Wigan Athletic,37,46.0,21851.0,19565.0,2220.0,550.0,47.0,194.0,911.0,1048.0,210.0,110.0,53.0,4.0,16638.0,66.0,337.0,Championship 2022-2023,championship,2022-2023,2022
vs Arminia,26,34.0,20046.0,18187.0,1771.0,459.0,55.0,126.0,682.0,808.0,197.0,92.0,83.0,1.0,15867.0,88.0,320.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
vs Augsburg,26,34.0,18679.0,16797.0,1825.0,487.0,50.0,95.0,685.0,805.0,195.0,83.0,86.0,1.0,14770.0,57.0,324.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
vs Bayern Munich,30,34.0,13089.0,11510.0,1497.0,362.0,38.0,80.0,441.0,543.0,107.0,61.0,30.0,1.0,9519.0,82.0,300.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
vs Bochum,28,34.0,16907.0,15041.0,1819.0,460.0,53.0,100.0,581.0,850.0,178.0,81.0,81.0,2.0,12790.0,47.0,330.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
vs Dortmund,33,34.0,14551.0,12940.0,1544.0,409.0,46.0,115.0,510.0,620.0,145.0,79.0,54.0,1.0,10982.0,67.0,305.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
vs Eint Frankfurt,27,34.0,17401.0,15561.0,1756.0,453.0,32.0,101.0,586.0,776.0,160.0,81.0,45.0,0.0,13117.0,84.0,369.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
vs Freiburg,26,34.0,16596.0,14810.0,1732.0,432.0,40.0,106.0,622.0,758.0,175.0,86.0,70.0,0.0,12623.0,54.0,249.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
vs Gladbach,26,34.0,15346.0,13736.0,1521.0,396.0,54.0,112.0,606.0,661.0,162.0,88.0,48.0,6.0,11762.0,89.0,356.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
vs Greuther Fürth,29,34.0,18256.0,16478.0,1723.0,480.0,56.0,133.0,678.0,782.0,185.0,73.0,78.0,0.0,14382.0,55.0,327.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
vs Hertha BSC,36,34.0,18324.0,16461.0,1772.0,460.0,52.0,139.0,698.0,814.0,194.0,88.0,78.0,2.0,14462.0,91.0,317.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
vs Hoffenheim,32,34.0,16045.0,14197.0,1746.0,475.0,69.0,104.0,540.0,749.0,148.0,67.0,57.0,0.0,12393.0,102.0,322.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
vs Köln,26,34.0,14126.0,12175.0,1877.0,458.0,43.0,132.0,517.0,828.0,179.0,87.0,79.0,0.0,10051.0,74.0,368.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
vs Leverkusen,29,34.0,15822.0,14184.0,1586.0,404.0,44.0,101.0,554.0,679.0,145.0,81.0,42.0,4.0,12236.0,52.0,285.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
vs Mainz 05,28,34.0,17406.0,15579.0,1782.0,526.0,30.0,125.0,561.0,748.0,156.0,68.0,57.0,2.0,13243.0,45.0,340.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
vs RB Leipzig,29,34.0,15427.0,13757.0,1582.0,410.0,52.0,79.0,463.0,701.0,126.0,56.0,51.0,0.0,11694.0,88.0,352.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
vs Stuttgart,34,34.0,16993.0,15338.0,1623.0,400.0,29.0,68.0,656.0,720.0,173.0,85.0,68.0,0.0,13134.0,32.0,301.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
vs Union Berlin,28,34.0,19206.0,17386.0,1786.0,471.0,41.0,116.0,577.0,819.0,148.0,70.0,54.0,1.0,15211.0,34.0,258.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
vs Wolfsburg,30,34.0,16308.0,14529.0,1726.0,454.0,27.0,84.0,644.0,768.0,181.0,72.0,76.0,2.0,12400.0,53.0,324.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
vs Arsenal,27,38.0,18006.0,16238.0,1704.0,401.0,49.0,102.0,606.0,744.0,175.0,90.0,50.0,3.0,14226.0,64.0,295.0,Premier League 2021-2022,premier league,2021-2022,2021
vs Aston Villa,31,38.0,19079.0,17229.0,1811.0,424.0,48.0,233.0,685.0,815.0,220.0,118.0,64.0,3.0,15222.0,39.0,372.0,Premier League 2021-2022,premier league,2021-2022,2021
vs Brentford,29,38.0,20238.0,18429.0,1738.0,405.0,73.0,104.0,812.0,774.0,229.0,128.0,69.0,2.0,15770.0,71.0,329.0,Premier League 2021-2022,premier league,2021-2022,2021
vs Brighton,26,38.0,17380.0,15605.0,1733.0,417.0,36.0,113.0,680.0,740.0,211.0,106.0,55.0,6.0,13304.0,42.0,374.0,Premier League 2021-2022,premier league,2021-2022,2021
vs Burnley,23,38.0,21508.0,19529.0,1925.0,473.0,44.0,168.0,861.0,846.0,265.0,95.0,79.0,5.0,16821.0,54.0,364.0,Premier League 2021-2022,premier league,2021-2022,2021
vs Chelsea,26,38.0,15424.0,13651.0,1706.0,451.0,63.0,90.0,533.0,697.0,151.0,66.0,52.0,4.0,11678.0,67.0,346.0,Premier League 2021-2022,premier league,2021-2022,2021
vs Crystal Palace,24,38.0,18471.0,16628.0,1790.0,453.0,42.0,130.0,664.0,825.0,184.0,74.0,96.0,0.0,14264.0,53.0,360.0,Premier League 2021-2022,premier league,2021-2022,2021
vs Everton,33,38.0,22270.0,20390.0,1837.0,397.0,44.0,129.0,719.0,859.0,219.0,114.0,62.0,8.0,18019.0,43.0,415.0,Premier League 2021-2022,premier league,2021-2022,2021
vs Leeds United,29,38.0,17052.0,15102.0,1897.0,498.0,100.0,92.0,568.0,829.0,181.0,86.0,79.0,3.0,13019.0,53.0,366.0,Premier League 2021-2022,premier league,2021-2022,2021
vs Leicester City,28,38.0,18823.0,17017.0,1733.0,391.0,63.0,150.0,738.0,788.0,218.0,129.0,63.0,2.0,14828.0,73.0,382.0,Premier League 2021-2022,premier league,2021-2022,2021
vs Liverpool,27,38.0,15214.0,13387.0,1683.0,403.0,89.0,105.0,460.0,678.0,117.0,70.0,37.0,0.0,11072.0,144.0,323.0,Premier League 2021-2022,premier league,2021-2022,2021
vs Manchester City,26,38.0,13251.0,11640.0,1517.0,376.0,50.0,89.0,397.0,493.0,108.0,52.0,37.0,3.0,9984.0,94.0,252.0,Premier League 2021-2022,premier league,2021-2022,2021
vs Manchester Utd,29,38.0,18933.0,17152.0,1709.0,462.0,61.0,139.0,648.0,668.0,207.0,105.0,67.0,3.0,15051.0,72.0,310.0,Premier League 2021-2022,premier league,2021-2022,2021
vs Newcastle Utd,29,38.0,21214.0,19431.0,1725.0,433.0,72.0,125.0,685.0,764.0,190.0,94.0,72.0,4.0,17236.0,58.0,292.0,Premier League 2021-2022,premier league,2021-2022,2021
vs Norwich City,28,38.0,21657.0,19892.0,1709.0,380.0,77.0,162.0,793.0,784.0,251.0,131.0,78.0,1.0,17698.0,56.0,326.0,Premier League 2021-2022,premier league,2021-2022,2021
vs Southampton,25,38.0,18812.0,16984.0,1763.0,422.0,41.0,109.0,721.0,817.0,197.0,114.0,48.0,4.0,14361.0,65.0,349.0,Premier League 2021-2022,premier league,2021-2022,2021
vs Tottenham,25,38.0,19252.0,17557.0,1652.0,434.0,39.0,130.0,740.0,680.0,192.0,84.0,71.0,10.0,15570.0,43.0,348.0,Premier League 2021-2022,premier league,2021-2022,2021
vs Watford,30,38.0,21809.0,19879.0,1875.0,469.0,69.0,174.0,801.0,850.0,234.0,115.0,86.0,8.0,17339.0,55.0,332.0,Premier League 2021-2022,premier league,2021-2022,2021
vs West Ham,25,38.0,20172.0,18525.0,1612.0,361.0,50.0,92.0,758.0,651.0,200.0,114.0,65.0,2.0,16243.0,35.0,280.0,Premier League 2021-2022,premier league,2021-2022,2021
vs Wolves,26,38.0,19655.0,17914.0,1656.0,391.0,84.0,111.0,721.0,745.0,204.0,101.0,73.0,3.0,15751.0,85.0,367.0,Premier League 2021-2022,premier league,2021-2022,2021
vs Alavés,33,38.0,19908.0,17714.0,2105.0,567.0,77.0,202.0,789.0,962.0,231.0,50.0,110.0,3.0,15404.0,89.0,322.0,La Liga 2021-2022,la liga,2021-2022,2021
vs Athletic Club,26,38.0,18950.0,16909.0,1974.0,551.0,29.0,332.0,754.0,859.0,161.0,68.0,54.0,1.0,14696.0,67.0,340.0,La Liga 2021-2022,la liga,2021-2022,2021
vs Atlético Madrid,26,38.0,18803.0,16917.0,1850.0,529.0,32.0,209.0,601.0,729.0,149.0,67.0,64.0,1.0,14882.0,36.0,316.0,La Liga 2021-2022,la liga,2021-2022,2021
vs Barcelona,38,38.0,13908.0,12019.0,1811.0,571.0,39.0,128.0,500.0,644.0,128.0,52.0,52.0,1.0,10460.0,78.0,301.0,La Liga 2021-2022,la liga,2021-2022,2021
vs Betis,31,38.0,16934.0,14870.0,1935.0,530.0,43.0,168.0,764.0,808.0,215.0,96.0,80.0,2.0,13052.0,129.0,323.0,La Liga 2021-2022,la liga,2021-2022,2021
vs Cádiz,33,38.0,20783.0,18843.0,1877.0,515.0,50.0,183.0,750.0,806.0,176.0,60.0,76.0,3.0,16729.0,63.0,337.0,La Liga 2021-2022,la liga,2021-2022,2021
vs Celta Vigo,25,38.0,16708.0,14678.0,1995.0,562.0,22.0,184.0,609.0,925.0,146.0,56.0,57.0,0.0,12362.0,35.0,394.0,La Liga 2021-2022,la liga,2021-2022,2021
vs Elche,28,38.0,18212.0,16269.0,1839.0,547.0,78.0,195.0,767.0,775.0,195.0,74.0,74.0,0.0,14329.0,104.0,279.0,La Liga 2021-2022,la liga,2021-2022,2021
vs Espanyol,34,38.0,19314.0,17461.0,1767.0,487.0,56.0,190.0,888.0,716.0,223.0,83.0,84.0,1.0,15516.0,86.0,313.0,La Liga 2021-2022,la liga,2021-2022,2021
vs Getafe,31,38.0,21156.0,19121.0,1926.0,575.0,58.0,282.0,752.0,846.0,186.0,60.0,87.0,1.0,16725.0,109.0,365.0,La Liga 2021-2022,la liga,2021-2022,2021
vs Granada,32,38.0,18856.0,16832.0,1955.0,504.0,56.0,176.0,824.0,850.0,205.0,60.0,91.0,2.0,14611.0,69.0,384.0,La Liga 2021-2022,la liga,2021-2022,2021
vs Levante,31,38.0,18611.0,16649.0,1884.0,598.0,54.0,205.0,697.0,713.0,185.0,58.0,68.0,3.0,14699.0,78.0,256.0,La Liga 2021-2022,la liga,2021-2022,2021
vs Mallorca,33,38.0,18463.0,16519.0,1887.0,590.0,44.0,155.0,738.0,789.0,161.0,69.0,65.0,3.0,14388.0,57.0,304.0,La Liga 2021-2022,la liga,2021-2022,2021
vs Osasuna,29,38.0,19149.0,17058.0,2009.0,543.0,50.0,195.0,719.0,867.0,184.0,56.0,71.0,2.0,14630.0,82.0,261.0,La Liga 2021-2022,la liga,2021-2022,2021
vs Rayo Vallecano,28,38.0,17259.0,15156.0,2049.0,591.0,54.0,156.0,659.0,867.0,177.0,77.0,70.0,1.0,12928.0,54.0,358.0,La Liga 2021-2022,la liga,2021-2022,2021
vs Real Madrid,31,38.0,16452.0,14707.0,1715.0,472.0,41.0,171.0,670.0,615.0,153.0,70.0,55.0,0.0,13258.0,30.0,311.0,La Liga 2021-2022,la liga,2021-2022,2021
vs Real Sociedad,32,38.0,16279.0,14226.0,1967.0,540.0,36.0,160.0,662.0,914.0,174.0,56.0,66.0,2.0,12311.0,86.0,320.0,La Liga 2021-2022,la liga,2021-2022,2021
vs Sevilla,33,38.0,15095.0,13204.0,1838.0,516.0,30.0,143.0,647.0,749.0,158.0,66.0,61.0,1.0,11300.0,53.0,272.0,La Liga 2021-2022,la liga,2021-2022,2021
vs Valencia,34,38.0,17920.0,15730.0,2093.0,655.0,50.0,198.0,679.0,896.0,172.0,68.0,66.0,1.0,13730.0,97.0,331.0,La Liga 2021-2022,la liga,2021-2022,2021
vs Villarreal,29,38.0,15636.0,13738.0,1775.0,533.0,34.0,168.0,749.0,671.0,198.0,76.0,80.0,2.0,11881.0,123.0,267.0,La Liga 2021-2022,la liga,2021-2022,2021
vs Atalanta,32,38.0,17503.0,15571.0,1863.0,555.0,47.0,116.0,468.0,737.0,134.0,60.0,39.0,1.0,13368.0,69.0,366.0,Serie A 2021-2022,serie a,2021-2022,2021
vs Bologna,36,38.0,17994.0,16245.0,1661.0,465.0,39.0,153.0,680.0,691.0,167.0,66.0,74.0,1.0,14275.0,88.0,297.0,Serie A 2021-2022,serie a,2021-2022,2021
vs Cagliari,33,38.0,19924.0,17954.0,1894.0,586.0,56.0,123.0,693.0,786.0,199.0,68.0,78.0,1.0,15763.0,76.0,330.0,Serie A 2021-2022,serie a,2021-2022,2021
vs Empoli,28,38.0,18693.0,16720.0,1907.0,561.0,48.0,250.0,787.0,743.0,217.0,91.0,76.0,0.0,14955.0,66.0,327.0,Serie A 2021-2022,serie a,2021-2022,2021
vs Fiorentina,28,38.0,15395.0,13564.0,1712.0,506.0,54.0,77.0,437.0,657.0,127.0,48.0,57.0,0.0,11993.0,119.0,292.0,Serie A 2021-2022,serie a,2021-2022,2021
vs Genoa,40,38.0,20272.0,18174.0,2039.0,609.0,35.0,157.0,648.0,888.0,192.0,60.0,87.0,2.0,15866.0,59.0,410.0,Serie A 2021-2022,serie a,2021-2022,2021
vs Hellas Verona,31,38.0,17056.0,14925.0,2099.0,630.0,30.0,87.0,682.0,850.0,187.0,72.0,79.0,1.0,12510.0,32.0,368.0,Serie A 2021-2022,serie a,2021-2022,2021
vs Inter,27,38.0,16669.0,14983.0,1652.0,503.0,21.0,112.0,516.0,562.0,131.0,63.0,50.0,0.0,13450.0,34.0,290.0,Serie A 2021-2022,serie a,2021-2022,2021
vs Juventus,32,38.0,18611.0,16719.0,1857.0,556.0,22.0,123.0,730.0,682.0,197.0,81.0,77.0,0.0,15048.0,35.0,311.0,Serie A 2021-2022,serie a,2021-2022,2021
vs Lazio,27,38.0,18668.0,16963.0,1632.0,463.0,36.0,178.0,602.0,651.0,146.0,63.0,46.0,0.0,15276.0,73.0,309.0,Serie A 2021-2022,serie a,2021-2022,2021
vs Milan,28,38.0,16396.0,14572.0,1761.0,526.0,25.0,167.0,533.0,650.0,159.0,74.0,63.0,1.0,12864.0,63.0,298.0,Serie A 2021-2022,serie a,2021-2022,2021
vs Napoli,27,38.0,16201.0,14495.0,1646.0,507.0,37.0,120.0,552.0,603.0,145.0,58.0,69.0,0.0,12959.0,60.0,301.0,Serie A 2021-2022,serie a,2021-2022,2021
vs Roma,29,38.0,17956.0,16098.0,1777.0,535.0,24.0,132.0,504.0,684.0,133.0,53.0,64.0,0.0,14445.0,81.0,340.0,Serie A 2021-2022,serie a,2021-2022,2021
vs Salernitana,42,38.0,21188.0,19440.0,1685.0,496.0,57.0,185.0,745.0,669.0,233.0,92.0,101.0,1.0,17458.0,63.0,292.0,Serie A 2021-2022,serie a,2021-2022,2021
vs Sampdoria,34,38.0,20027.0,18196.0,1767.0,550.0,42.0,141.0,764.0,683.0,215.0,74.0,84.0,3.0,15997.0,64.0,311.0,Serie A 2021-2022,serie a,2021-2022,2021
vs Sassuolo,29,38.0,16791.0,14939.0,1710.0,470.0,53.0,123.0,670.0,671.0,196.0,71.0,89.0,2.0,13305.0,142.0,342.0,Serie A 2021-2022,serie a,2021-2022,2021
vs Spezia,30,38.0,20741.0,18778.0,1901.0,542.0,36.0,128.0,710.0,830.0,214.0,96.0,92.0,0.0,16843.0,62.0,334.0,Serie A 2021-2022,serie a,2021-2022,2021
vs Torino,31,38.0,15759.0,13659.0,2040.0,687.0,30.0,88.0,558.0,806.0,180.0,61.0,92.0,1.0,11475.0,60.0,291.0,Serie A 2021-2022,serie a,2021-2022,2021
vs Udinese,29,38.0,20623.0,18761.0,1805.0,620.0,40.0,127.0,653.0,633.0,203.0,68.0,101.0,0.0,16858.0,57.0,361.0,Serie A 2021-2022,serie a,2021-2022,2021
vs Venezia,39,38.0,21142.0,19162.0,1932.0,534.0,30.0,147.0,817.0,815.0,268.0,121.0,91.0,0.0,17187.0,48.0,348.0,Serie A 2021-2022,serie a,2021-2022,2021
vs Angers,30,38.0,20089.0,18169.0,1826.0,477.0,53.0,221.0,727.0,822.0,178.0,69.0,72.0,0.0,16296.0,94.0,319.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
vs Bordeaux,39,38.0,19419.0,17487.0,1855.0,482.0,42.0,154.0,703.0,802.0,210.0,90.0,91.0,1.0,15514.0,77.0,293.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
vs Brest,25,38.0,21518.0,19645.0,1805.0,450.0,53.0,111.0,672.0,795.0,205.0,88.0,88.0,0.0,17707.0,68.0,302.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
vs Clermont Foot,28,38.0,19625.0,17890.0,1695.0,424.0,35.0,165.0,592.0,739.0,164.0,76.0,68.0,2.0,15954.0,40.0,307.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
vs Lens,28,38.0,19558.0,17686.0,1829.0,452.0,42.0,95.0,587.0,817.0,168.0,51.0,71.0,2.0,15865.0,43.0,287.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
vs Lille,26,38.0,18332.0,16397.0,1898.0,508.0,24.0,152.0,687.0,807.0,186.0,72.0,67.0,2.0,14511.0,37.0,288.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
vs Lorient,29,38.0,21134.0,19214.0,1883.0,501.0,29.0,196.0,710.0,843.0,194.0,96.0,69.0,1.0,17424.0,37.0,322.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
vs Lyon,30,38.0,16600.0,14782.0,1742.0,471.0,54.0,163.0,611.0,704.0,177.0,78.0,70.0,0.0,12959.0,76.0,339.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
vs Marseille,27,38.0,15309.0,13621.0,1578.0,385.0,67.0,140.0,512.0,614.0,155.0,59.0,64.0,1.0,12190.0,110.0,233.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
vs Metz,36,38.0,21004.0,18933.0,2007.0,536.0,62.0,168.0,780.0,914.0,253.0,108.0,105.0,3.0,17036.0,64.0,366.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
vs Monaco,27,38.0,17624.0,15744.0,1830.0,559.0,27.0,187.0,539.0,710.0,151.0,48.0,71.0,1.0,13722.0,50.0,296.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
vs Montpellier,27,38.0,19274.0,17407.0,1825.0,437.0,47.0,186.0,760.0,821.0,203.0,90.0,76.0,0.0,15556.0,42.0,274.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
vs Nantes,26,38.0,21387.0,19341.0,1992.0,524.0,32.0,119.0,650.0,903.0,200.0,88.0,78.0,1.0,17497.0,54.0,319.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
vs Nice,27,38.0,18844.0,16936.0,1839.0,484.0,47.0,182.0,664.0,768.0,168.0,68.0,79.0,0.0,15122.0,69.0,306.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
vs Paris S-G,36,38.0,15650.0,14026.0,1540.0,427.0,39.0,185.0,549.0,515.0,155.0,65.0,62.0,0.0,12815.0,84.0,250.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
vs Reims,35,38.0,21846.0,19896.0,1916.0,492.0,25.0,216.0,827.0,869.0,210.0,88.0,70.0,1.0,17907.0,34.0,362.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
vs Rennes,28,38.0,16756.0,14814.0,1884.0,470.0,40.0,198.0,691.0,777.0,178.0,68.0,63.0,2.0,13060.0,58.0,315.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
vs Saint-Étienne,39,38.0,19112.0,17052.0,1976.0,481.0,66.0,131.0,575.0,945.0,162.0,70.0,61.0,2.0,15123.0,84.0,342.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
vs Strasbourg,26,38.0,19277.0,17386.0,1846.0,527.0,34.0,159.0,620.0,722.0,190.0,79.0,78.0,0.0,15468.0,45.0,328.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
