Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att.1,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,League
vs Cardiff City,3,46.0,41.0,1.0,2.0,2.0,0.0,43.1,0.25,2.1,0.05,248.0,670.0,37.0,1158.0,215.0,40.7,35.7,363.0,54.8,42.8,629.0,38.0,6.0,44.0,0.96,14.1,Championship 2022-2023
vs Coventry City,2,46.0,58.0,6.0,0.0,5.0,1.0,61.1,0.29,4.1,0.09,267.0,720.0,37.1,1094.0,188.0,44.2,38.2,379.0,62.3,47.0,525.0,40.0,7.6,71.0,1.54,15.9,Championship 2022-2023
vs Huddersfield,3,46.0,47.0,1.0,0.0,8.0,4.0,43.1,0.3,0.1,0.0,229.0,730.0,31.4,1284.0,226.0,41.8,36.4,298.0,64.8,48.2,611.0,58.0,9.5,55.0,1.2,15.6,Championship 2022-2023
vs Hull City,3,46.0,51.0,3.0,0.0,8.0,3.0,40.5,0.28,-7.5,-0.16,231.0,728.0,31.7,1315.0,196.0,41.0,35.5,345.0,54.8,43.5,564.0,41.0,7.3,70.0,1.52,16.5,Championship 2022-2023
vs Luton Town,3,46.0,57.0,1.0,0.0,6.0,1.0,54.1,0.31,-1.9,-0.04,257.0,846.0,30.4,1224.0,222.0,48.2,38.0,384.0,66.7,49.6,792.0,67.0,8.5,56.0,1.22,12.8,Championship 2022-2023
vs Middlesbrough,2,46.0,84.0,6.0,0.0,8.0,3.0,72.3,0.34,-8.7,-0.19,253.0,805.0,31.4,1176.0,173.0,47.3,38.7,361.0,69.0,50.6,763.0,48.0,6.3,70.0,1.52,14.6,Championship 2022-2023
vs Millwall,2,46.0,57.0,2.0,3.0,8.0,3.0,48.4,0.26,-5.6,-0.12,235.0,783.0,30.0,1258.0,237.0,43.6,37.2,360.0,65.0,47.8,696.0,62.0,8.9,48.0,1.04,14.3,Championship 2022-2023
vs Norwich City,2,46.0,57.0,0.0,1.0,6.0,2.0,52.3,0.28,-2.7,-0.06,318.0,839.0,37.9,1186.0,184.0,49.2,39.0,374.0,68.2,50.2,601.0,43.0,7.2,79.0,1.72,16.4,Championship 2022-2023
vs Preston,1,46.0,45.0,3.0,1.0,8.0,2.0,44.2,0.28,1.2,0.03,182.0,654.0,27.8,1127.0,224.0,42.0,37.2,320.0,56.6,45.1,641.0,44.0,6.9,50.0,1.09,14.3,Championship 2022-2023
vs QPR,1,46.0,44.0,3.0,2.0,8.0,1.0,42.4,0.26,-0.6,-0.01,221.0,760.0,29.1,1223.0,220.0,43.8,37.6,388.0,57.7,46.4,762.0,48.0,6.3,49.0,1.07,13.7,Championship 2022-2023
vs Reading,3,46.0,46.0,7.0,1.0,9.0,2.0,36.4,0.24,-7.6,-0.17,184.0,568.0,32.4,1034.0,238.0,39.8,35.8,300.0,52.0,42.5,643.0,43.0,6.7,38.0,0.83,14.5,Championship 2022-2023
vs Rotherham Utd,3,46.0,49.0,3.0,0.0,6.0,2.0,44.4,0.32,-2.6,-0.06,223.0,636.0,35.1,1180.0,244.0,38.8,35.7,320.0,55.6,44.1,645.0,63.0,9.8,56.0,1.22,14.7,Championship 2022-2023
vs Sheffield Utd,3,46.0,73.0,0.0,3.0,15.0,2.0,75.3,0.34,4.3,0.09,294.0,905.0,32.5,1218.0,219.0,52.1,36.6,436.0,62.2,48.2,753.0,30.0,4.0,45.0,0.98,13.7,Championship 2022-2023
vs Stoke City,3,46.0,55.0,2.0,1.0,8.0,2.0,52.5,0.25,-0.5,-0.01,297.0,907.0,32.7,1271.0,191.0,50.2,36.0,386.0,69.7,51.4,820.0,55.0,6.7,49.0,1.07,13.7,Championship 2022-2023
vs Sunderland,1,46.0,68.0,5.0,0.0,4.0,0.0,62.4,0.3,-5.6,-0.12,280.0,782.0,35.8,1175.0,169.0,48.9,38.7,319.0,64.9,48.5,477.0,33.0,6.9,51.0,1.11,15.3,Championship 2022-2023
vs Swansea City,2,46.0,68.0,2.0,1.0,5.0,1.0,62.0,0.29,-5.0,-0.11,336.0,819.0,41.0,1149.0,185.0,51.7,40.4,332.0,67.8,49.7,654.0,45.0,6.9,40.0,0.87,13.4,Championship 2022-2023
vs Watford,2,46.0,56.0,2.0,1.0,9.0,2.0,51.4,0.29,-2.6,-0.06,252.0,773.0,32.6,1110.0,182.0,49.5,39.8,344.0,64.8,48.5,689.0,41.0,6.0,52.0,1.13,14.2,Championship 2022-2023
vs West Brom,3,46.0,59.0,5.0,1.0,11.0,1.0,61.4,0.29,3.4,0.07,312.0,1000.0,31.2,1271.0,170.0,53.7,33.8,435.0,73.1,51.9,796.0,45.0,5.7,66.0,1.43,15.0,Championship 2022-2023
vs Wigan Athletic,3,46.0,38.0,3.0,0.0,9.0,3.0,40.0,0.3,5.0,0.11,213.0,673.0,31.6,1177.0,210.0,40.2,35.9,328.0,61.0,46.9,677.0,45.0,6.6,59.0,1.28,14.3,Championship 2022-2023
vs Aberdeen,3,38.0,56.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2022-2023
vs Celtic,2,38.0,114.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2022-2023
vs Dundee United,3,38.0,40.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2022-2023
vs Hearts,3,38.0,63.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2022-2023
vs Hibernian,1,38.0,57.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2022-2023
vs Kilmarnock,2,38.0,37.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2022-2023
vs Livingston,3,38.0,36.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2022-2023
vs Motherwell,1,38.0,53.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2022-2023
vs Rangers,3,38.0,93.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2022-2023
vs Ross County,1,38.0,37.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2022-2023
vs St Johnstone,3,38.0,41.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2022-2023
vs St Mirren,2,38.0,43.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2022-2023
vs Arminia,2,34.0,27.0,2.0,0.0,1.0,1.0,27.9,0.25,1.9,0.06,194.0,473.0,41.0,1158.0,186.0,31.1,32.1,246.0,45.9,39.1,378.0,27.0,7.1,42.0,1.24,16.0,Bundesliga 2021-2022
vs Augsburg,1,34.0,39.0,5.0,0.0,7.0,0.0,36.4,0.26,-2.6,-0.08,188.0,496.0,37.9,1178.0,158.0,31.6,32.6,266.0,46.6,39.9,468.0,26.0,5.6,67.0,1.97,17.7,Bundesliga 2021-2022
vs Bayern Munich,3,34.0,97.0,5.0,1.0,11.0,5.0,88.1,0.33,-3.9,-0.12,227.0,567.0,40.0,995.0,182.0,40.3,36.2,355.0,46.8,40.2,522.0,16.0,3.1,45.0,1.32,14.9,Bundesliga 2021-2022
vs Bochum,2,34.0,38.0,4.0,1.0,3.0,1.0,39.1,0.25,2.1,0.06,197.0,557.0,35.4,1186.0,179.0,37.0,33.7,261.0,45.2,37.8,449.0,30.0,6.7,65.0,1.91,19.1,Bundesliga 2021-2022
vs Dortmund,3,34.0,85.0,11.0,1.0,7.0,4.0,65.7,0.33,-15.3,-0.45,194.0,556.0,34.9,1105.0,172.0,39.1,35.6,253.0,49.0,40.8,400.0,14.0,3.5,51.0,1.5,17.2,Bundesliga 2021-2022
vs Eint Frankfurt,3,34.0,45.0,1.0,1.0,10.0,2.0,37.9,0.27,-5.1,-0.15,220.0,580.0,37.9,1210.0,122.0,38.0,34.2,288.0,41.7,37.2,525.0,23.0,4.4,66.0,1.94,19.7,Bundesliga 2021-2022
vs Freiburg,2,34.0,58.0,5.0,2.0,9.0,3.0,51.9,0.3,-3.1,-0.09,195.0,484.0,40.3,1118.0,147.0,32.8,32.3,275.0,42.5,38.9,510.0,18.0,3.5,50.0,1.47,15.9,Bundesliga 2021-2022
vs Gladbach,2,34.0,54.0,5.0,0.0,5.0,0.0,55.7,0.28,1.7,0.05,153.0,437.0,35.0,1027.0,158.0,33.0,32.7,219.0,44.7,38.9,341.0,19.0,5.6,51.0,1.5,17.8,Bundesliga 2021-2022
vs Greuther Fürth,3,34.0,28.0,5.0,1.0,3.0,2.0,31.6,0.26,5.6,0.16,169.0,386.0,43.8,990.0,151.0,30.7,32.6,214.0,38.3,36.8,381.0,25.0,6.6,59.0,1.74,17.8,Bundesliga 2021-2022
vs Hertha BSC,2,34.0,37.0,3.0,1.0,3.0,2.0,32.6,0.25,-2.4,-0.07,169.0,413.0,40.9,1065.0,150.0,30.8,31.1,234.0,36.3,36.1,411.0,21.0,5.1,54.0,1.59,17.0,Bundesliga 2021-2022
vs Hoffenheim,2,34.0,58.0,0.0,0.0,7.0,3.0,53.1,0.36,-1.9,-0.06,215.0,525.0,41.0,1200.0,155.0,33.8,33.6,284.0,42.3,37.5,545.0,30.0,5.5,38.0,1.12,14.6,Bundesliga 2021-2022
vs Köln,2,34.0,52.0,1.0,0.0,6.0,0.0,46.5,0.3,-5.5,-0.16,257.0,680.0,37.8,1090.0,158.0,47.3,37.9,327.0,50.2,41.5,655.0,30.0,4.6,48.0,1.41,14.7,Bundesliga 2021-2022
vs Leverkusen,3,34.0,80.0,2.0,1.0,6.0,4.0,65.4,0.33,-10.6,-0.31,189.0,440.0,43.0,909.0,140.0,34.7,32.9,246.0,50.8,42.2,435.0,22.0,5.1,42.0,1.24,15.1,Bundesliga 2021-2022
vs Mainz 05,2,34.0,50.0,4.0,1.0,8.0,1.0,46.6,0.28,-2.4,-0.07,183.0,552.0,33.2,1125.0,162.0,37.2,35.2,270.0,49.6,41.3,474.0,25.0,5.3,55.0,1.62,17.1,Bundesliga 2021-2022
vs RB Leipzig,3,34.0,72.0,8.0,3.0,4.0,0.0,62.8,0.32,-9.2,-0.27,183.0,448.0,40.8,1094.0,167.0,32.1,31.6,242.0,40.1,38.5,419.0,22.0,5.3,68.0,2.0,17.9,Bundesliga 2021-2022
vs Stuttgart,2,34.0,41.0,1.0,1.0,6.0,1.0,44.3,0.28,4.3,0.13,235.0,606.0,38.8,1227.0,153.0,36.8,34.0,257.0,59.9,45.9,437.0,20.0,4.6,53.0,1.56,18.8,Bundesliga 2021-2022
vs Union Berlin,2,34.0,50.0,5.0,0.0,5.0,0.0,48.2,0.29,-1.8,-0.05,215.0,544.0,39.5,1139.0,157.0,34.6,33.1,264.0,56.8,44.0,525.0,23.0,4.4,51.0,1.5,17.3,Bundesliga 2021-2022
vs Wolfsburg,2,34.0,43.0,3.0,2.0,4.0,1.0,43.4,0.28,1.4,0.04,175.0,520.0,33.7,1093.0,124.0,36.8,34.2,247.0,47.8,40.2,482.0,18.0,3.7,48.0,1.41,17.2,Bundesliga 2021-2022
vs Arsenal,2,38.0,61.0,5.0,1.0,13.0,1.0,52.4,0.24,-7.6,-0.2,214.0,564.0,37.9,1098.0,164.0,35.7,33.5,285.0,60.4,44.9,498.0,25.0,5.0,55.0,1.45,16.5,Premier League 2021-2022
vs Aston Villa,3,38.0,52.0,3.0,0.0,7.0,2.0,45.0,0.27,-5.0,-0.13,157.0,412.0,38.1,886.0,182.0,31.8,32.7,263.0,49.4,40.5,530.0,21.0,4.0,41.0,1.08,14.4,Premier League 2021-2022
vs Brentford,3,38.0,48.0,6.0,0.0,6.0,2.0,43.8,0.26,-2.2,-0.06,182.0,547.0,33.3,884.0,147.0,45.1,38.2,244.0,60.7,45.8,509.0,34.0,6.7,56.0,1.47,15.7,Premier League 2021-2022
vs Brighton,2,38.0,42.0,4.0,0.0,6.0,2.0,39.5,0.24,-0.5,-0.01,153.0,483.0,31.7,888.0,202.0,37.3,34.3,285.0,53.3,41.3,564.0,21.0,3.7,43.0,1.13,15.4,Premier League 2021-2022
vs Burnley,2,38.0,34.0,1.0,1.0,6.0,2.0,32.1,0.26,0.1,0.0,191.0,587.0,32.5,1094.0,196.0,39.4,35.2,269.0,58.0,43.3,590.0,47.0,8.0,51.0,1.34,13.8,Premier League 2021-2022
vs Chelsea,2,38.0,76.0,8.0,1.0,8.0,1.0,65.3,0.28,-9.7,-0.25,206.0,576.0,35.8,989.0,180.0,41.8,36.1,293.0,55.6,43.0,604.0,34.0,5.6,34.0,0.89,13.2,Premier League 2021-2022
vs Crystal Palace,2,38.0,50.0,6.0,1.0,2.0,0.0,43.0,0.25,-7.0,-0.18,201.0,511.0,39.3,919.0,141.0,42.8,35.5,241.0,49.0,40.8,505.0,31.0,6.1,36.0,0.95,13.2,Premier League 2021-2022
vs Everton,2,38.0,43.0,6.0,0.0,6.0,1.0,39.4,0.25,-2.6,-0.07,141.0,399.0,35.3,939.0,206.0,29.3,31.5,281.0,44.1,40.0,486.0,34.0,7.0,37.0,0.97,14.9,Premier League 2021-2022
vs Leeds United,2,38.0,42.0,5.0,1.0,8.0,0.0,41.2,0.25,-0.8,-0.02,206.0,550.0,37.5,1029.0,196.0,34.4,33.2,309.0,63.4,46.3,481.0,26.0,5.4,51.0,1.34,15.4,Premier League 2021-2022
vs Leicester City,2,38.0,62.0,2.0,1.0,4.0,0.0,54.0,0.33,-8.0,-0.21,174.0,490.0,35.5,961.0,169.0,37.9,34.5,236.0,53.4,41.5,433.0,28.0,6.5,37.0,0.97,15.4,Premier League 2021-2022
vs Liverpool,2,38.0,94.0,7.0,1.0,15.0,0.0,79.3,0.3,-14.7,-0.39,230.0,747.0,30.8,1039.0,192.0,47.7,37.7,355.0,70.7,49.6,686.0,35.0,5.1,56.0,1.47,14.4,Premier League 2021-2022
vs Manchester City,2,38.0,99.0,7.0,0.0,15.0,3.0,81.2,0.3,-14.8,-0.39,261.0,725.0,36.0,1089.0,182.0,43.3,35.6,403.0,63.0,45.5,649.0,49.0,7.6,26.0,0.68,11.0,Premier League 2021-2022
vs Manchester Utd,1,38.0,57.0,3.0,1.0,4.0,1.0,48.2,0.25,-7.8,-0.2,191.0,586.0,32.6,1030.0,177.0,42.0,35.1,277.0,55.2,43.5,501.0,23.0,4.6,31.0,0.82,14.7,Premier League 2021-2022
vs Newcastle Utd,3,38.0,44.0,3.0,4.0,6.0,3.0,39.1,0.25,-1.9,-0.05,180.0,480.0,37.5,865.0,167.0,38.4,34.1,257.0,57.6,42.0,488.0,26.0,5.3,45.0,1.18,16.3,Premier League 2021-2022
vs Norwich City,2,38.0,23.0,3.0,0.0,3.0,2.0,25.8,0.22,4.8,0.13,144.0,375.0,38.4,863.0,184.0,30.4,31.2,233.0,48.5,39.5,459.0,29.0,6.3,53.0,1.39,16.8,Premier League 2021-2022
vs Southampton,3,38.0,43.0,4.0,4.0,7.0,2.0,43.5,0.24,2.5,0.07,213.0,534.0,39.9,1059.0,162.0,38.1,35.0,246.0,53.3,42.4,571.0,34.0,6.0,51.0,1.34,14.8,Premier League 2021-2022
vs Tottenham,1,38.0,69.0,5.0,1.0,4.0,6.0,65.5,0.32,2.5,0.06,159.0,495.0,32.1,945.0,184.0,38.9,35.2,239.0,53.1,41.5,486.0,23.0,4.7,45.0,1.18,15.5,Premier League 2021-2022
vs Watford,2,38.0,34.0,1.0,0.0,5.0,1.0,38.0,0.29,5.0,0.13,140.0,390.0,35.9,922.0,170.0,30.6,30.4,251.0,43.0,36.4,474.0,29.0,6.1,52.0,1.37,16.0,Premier League 2021-2022
vs West Ham,2,38.0,60.0,4.0,1.0,9.0,2.0,48.7,0.3,-9.3,-0.24,151.0,414.0,36.5,975.0,173.0,27.8,30.4,302.0,47.4,39.0,622.0,38.0,6.1,25.0,0.66,11.6,Premier League 2021-2022
vs Wolves,2,38.0,38.0,1.0,1.0,4.0,3.0,33.5,0.25,-1.5,-0.04,127.0,383.0,33.2,870.0,173.0,32.9,32.5,240.0,40.4,36.7,462.0,24.0,5.2,74.0,1.95,19.3,Premier League 2021-2022
vs Alavés,3,38.0,31.0,6.0,0.0,6.0,2.0,32.0,0.22,3.0,0.08,221.0,604.0,36.6,1038.0,176.0,43.4,36.9,277.0,55.2,42.2,585.0,31.0,5.3,48.0,1.26,16.2,La Liga 2021-2022
vs Athletic Club,2,38.0,43.0,3.0,1.0,7.0,3.0,47.5,0.26,7.5,0.2,320.0,765.0,41.8,1144.0,172.0,48.8,39.8,322.0,64.3,48.4,622.0,26.0,4.2,56.0,1.47,15.9,La Liga 2021-2022
vs Atlético Madrid,1,38.0,65.0,4.0,0.0,7.0,2.0,59.5,0.36,-3.5,-0.09,213.0,542.0,39.3,927.0,139.0,39.7,36.1,341.0,51.0,42.6,552.0,25.0,4.5,28.0,0.74,14.1,La Liga 2021-2022
vs Barcelona,2,38.0,68.0,6.0,0.0,5.0,0.0,61.0,0.3,-7.0,-0.18,291.0,728.0,40.0,975.0,131.0,51.7,39.8,362.0,61.9,45.1,626.0,25.0,4.0,37.0,0.97,14.2,La Liga 2021-2022
vs Betis,2,38.0,62.0,6.0,2.0,5.0,2.0,53.1,0.26,-6.9,-0.18,226.0,537.0,42.1,902.0,158.0,42.5,36.5,284.0,54.2,43.2,424.0,14.0,3.3,43.0,1.13,15.8,La Liga 2021-2022
vs Cádiz,1,38.0,35.0,3.0,1.0,2.0,0.0,40.2,0.29,5.2,0.14,235.0,501.0,46.9,893.0,184.0,36.7,33.8,308.0,56.2,44.9,687.0,47.0,6.8,61.0,1.61,15.0,La Liga 2021-2022
vs Celta Vigo,1,38.0,43.0,3.0,0.0,2.0,0.0,44.4,0.28,1.4,0.04,255.0,623.0,40.9,914.0,146.0,46.9,39.1,282.0,68.8,48.2,608.0,23.0,3.8,43.0,1.13,14.8,La Liga 2021-2022
vs Elche,2,38.0,40.0,1.0,0.0,3.0,1.0,33.0,0.3,-6.0,-0.16,186.0,445.0,41.8,794.0,136.0,40.2,35.9,244.0,51.6,42.5,529.0,25.0,4.7,58.0,1.53,17.3,La Liga 2021-2022
vs Espanyol,3,38.0,40.0,5.0,1.0,7.0,1.0,37.3,0.24,-1.7,-0.05,191.0,389.0,49.1,792.0,149.0,32.6,33.1,266.0,49.2,40.3,458.0,19.0,4.1,35.0,0.92,14.4,La Liga 2021-2022
vs Getafe,2,38.0,33.0,3.0,0.0,4.0,2.0,29.4,0.21,-1.6,-0.04,199.0,497.0,40.0,969.0,185.0,37.7,35.1,248.0,53.2,43.0,471.0,26.0,5.5,50.0,1.32,17.0,La Liga 2021-2022
vs Granada,2,38.0,44.0,3.0,0.0,11.0,1.0,37.5,0.26,-5.5,-0.14,200.0,544.0,36.8,880.0,143.0,41.3,36.7,314.0,57.6,45.2,530.0,23.0,4.3,43.0,1.13,15.1,La Liga 2021-2022
vs Levante,4,38.0,51.0,8.0,0.0,3.0,0.0,55.3,0.28,4.3,0.11,214.0,585.0,36.6,938.0,170.0,43.4,37.3,300.0,59.3,45.1,485.0,34.0,7.0,50.0,1.32,15.5,La Liga 2021-2022
vs Mallorca,4,38.0,36.0,6.0,0.0,5.0,3.0,42.8,0.27,9.8,0.26,192.0,519.0,37.0,894.0,139.0,40.6,37.0,273.0,57.1,43.8,440.0,22.0,5.0,51.0,1.34,17.0,La Liga 2021-2022
vs Osasuna,2,38.0,37.0,6.0,1.0,5.0,0.0,39.3,0.26,2.3,0.06,191.0,625.0,30.6,998.0,157.0,41.7,36.2,340.0,61.5,46.8,694.0,37.0,5.3,31.0,0.82,13.2,La Liga 2021-2022
vs Rayo Vallecano,2,38.0,39.0,4.0,0.0,5.0,1.0,39.5,0.27,1.5,0.04,273.0,708.0,38.6,1007.0,166.0,47.1,38.8,337.0,69.4,51.4,645.0,29.0,4.5,39.0,1.03,14.8,La Liga 2021-2022
vs Real Madrid,2,38.0,80.0,8.0,0.0,10.0,0.0,81.0,0.29,1.0,0.03,254.0,612.0,41.5,823.0,142.0,45.1,38.1,359.0,67.1,48.2,472.0,20.0,4.2,35.0,0.92,14.9,La Liga 2021-2022
vs Real Sociedad,2,38.0,40.0,9.0,2.0,5.0,0.0,47.5,0.25,7.5,0.2,229.0,682.0,33.6,1003.0,142.0,50.8,40.0,262.0,65.6,46.9,481.0,30.0,6.2,45.0,1.18,15.1,La Liga 2021-2022
vs Sevilla,3,38.0,53.0,2.0,1.0,11.0,2.0,41.1,0.27,-9.9,-0.26,254.0,699.0,36.3,914.0,147.0,50.1,40.0,324.0,74.4,50.9,626.0,29.0,4.6,44.0,1.16,13.7,La Liga 2021-2022
vs Valencia,3,38.0,48.0,8.0,0.0,5.0,3.0,40.7,0.23,-4.3,-0.11,220.0,586.0,37.5,918.0,157.0,46.7,37.7,284.0,55.3,44.3,576.0,33.0,5.7,33.0,0.87,13.3,La Liga 2021-2022
vs Villarreal,2,38.0,63.0,5.0,0.0,10.0,1.0,57.5,0.31,-4.5,-0.12,201.0,618.0,32.5,898.0,134.0,49.8,40.3,277.0,61.7,46.4,442.0,29.0,6.6,53.0,1.39,15.6,La Liga 2021-2022
vs Atalanta,3,38.0,65.0,5.0,0.0,2.0,3.0,54.5,0.29,-7.5,-0.2,260.0,725.0,35.9,1229.0,121.0,46.1,38.1,335.0,47.5,37.0,518.0,17.0,3.3,32.0,0.84,14.1,Serie A 2021-2022
vs Bologna,3,38.0,44.0,4.0,1.0,9.0,1.0,41.8,0.26,-1.2,-0.03,173.0,466.0,37.1,876.0,160.0,40.2,36.6,257.0,44.4,36.6,481.0,30.0,6.2,34.0,0.89,13.9,Serie A 2021-2022
vs Cagliari,2,38.0,34.0,3.0,1.0,4.0,0.0,36.6,0.27,2.6,0.07,170.0,461.0,36.9,996.0,161.0,34.8,33.6,251.0,45.4,37.9,512.0,21.0,4.1,34.0,0.89,14.5,Serie A 2021-2022
vs Empoli,1,38.0,50.0,7.0,0.0,6.0,3.0,41.1,0.22,-5.9,-0.16,204.0,477.0,42.8,953.0,200.0,38.0,36.6,298.0,38.6,33.7,532.0,22.0,4.1,32.0,0.84,14.1,Serie A 2021-2022
vs Fiorentina,2,38.0,59.0,9.0,4.0,4.0,0.0,60.1,0.28,1.1,0.03,238.0,595.0,40.0,1145.0,153.0,39.1,34.6,326.0,45.1,34.4,597.0,24.0,4.0,22.0,0.58,12.4,Serie A 2021-2022
vs Genoa,2,38.0,27.0,6.0,0.0,2.0,1.0,31.3,0.22,5.3,0.14,206.0,504.0,40.9,1044.0,144.0,34.5,33.5,287.0,50.2,39.0,516.0,30.0,5.8,20.0,0.53,12.9,Serie A 2021-2022
vs Hellas Verona,3,38.0,65.0,7.0,0.0,2.0,2.0,52.0,0.29,-11.0,-0.29,290.0,768.0,37.8,1136.0,139.0,51.4,40.1,329.0,55.9,41.0,445.0,11.0,2.5,34.0,0.89,15.6,Serie A 2021-2022
vs Inter,2,38.0,84.0,7.0,1.0,12.0,1.0,75.3,0.27,-7.7,-0.2,175.0,497.0,35.2,996.0,194.0,33.1,34.2,336.0,49.7,40.4,628.0,29.0,4.6,27.0,0.71,13.1,Serie A 2021-2022
vs Juventus,3,38.0,57.0,5.0,0.0,7.0,1.0,50.3,0.27,-5.7,-0.15,205.0,519.0,39.5,875.0,135.0,42.5,36.5,327.0,45.0,36.4,443.0,17.0,3.8,26.0,0.68,12.6,Serie A 2021-2022
vs Lazio,2,38.0,77.0,7.0,0.0,5.0,3.0,64.8,0.29,-9.2,-0.24,194.0,452.0,42.9,1086.0,182.0,30.2,31.3,258.0,48.1,38.8,443.0,20.0,4.5,32.0,0.84,13.2,Serie A 2021-2022
vs Milan,2,38.0,69.0,5.0,4.0,4.0,3.0,59.9,0.29,-6.1,-0.16,258.0,539.0,47.9,945.0,156.0,41.2,35.3,319.0,47.0,37.1,534.0,24.0,4.5,27.0,0.71,13.6,Serie A 2021-2022
vs Napoli,3,38.0,74.0,10.0,0.0,8.0,0.0,61.1,0.25,-12.9,-0.34,208.0,501.0,41.5,993.0,159.0,37.2,34.5,280.0,47.1,37.7,422.0,19.0,4.5,35.0,0.92,14.3,Serie A 2021-2022
vs Roma,1,38.0,59.0,7.0,3.0,11.0,1.0,61.0,0.28,3.0,0.08,166.0,460.0,36.1,977.0,191.0,32.1,32.9,329.0,44.4,36.4,574.0,30.0,5.2,33.0,0.87,12.7,Serie A 2021-2022
vs Salernitana,3,38.0,33.0,4.0,4.0,5.0,1.0,35.1,0.24,3.1,0.08,126.0,332.0,38.0,915.0,169.0,28.0,31.6,216.0,35.2,33.2,548.0,29.0,5.3,23.0,0.61,13.3,Serie A 2021-2022
vs Sampdoria,3,38.0,46.0,2.0,1.0,6.0,4.0,36.0,0.27,-6.0,-0.16,170.0,435.0,39.1,933.0,142.0,37.0,34.6,235.0,38.3,33.8,497.0,23.0,4.6,22.0,0.58,14.2,Serie A 2021-2022
vs Sassuolo,3,38.0,64.0,7.0,1.0,3.0,4.0,62.7,0.27,2.7,0.07,207.0,404.0,51.2,925.0,169.0,31.9,30.8,271.0,40.2,34.0,426.0,23.0,5.4,37.0,0.97,15.6,Serie A 2021-2022
vs Spezia,3,38.0,41.0,3.0,0.0,4.0,3.0,42.5,0.3,4.5,0.12,165.0,416.0,39.7,984.0,167.0,32.4,32.5,236.0,41.1,34.8,408.0,16.0,3.9,36.0,0.95,16.0,Serie A 2021-2022
vs Torino,3,38.0,46.0,6.0,0.0,4.0,3.0,45.6,0.27,2.6,0.07,312.0,757.0,41.2,1164.0,125.0,52.8,40.5,284.0,50.0,36.6,519.0,22.0,4.2,35.0,0.92,15.5,Serie A 2021-2022
vs Udinese,2,38.0,61.0,3.0,3.0,7.0,3.0,52.9,0.28,-5.1,-0.13,137.0,386.0,35.5,932.0,193.0,31.1,32.5,252.0,38.1,34.1,415.0,25.0,6.0,33.0,0.87,12.8,Serie A 2021-2022
vs Venezia,3,38.0,34.0,3.0,0.0,2.0,0.0,34.2,0.25,0.2,0.01,173.0,395.0,43.8,892.0,173.0,31.8,33.2,243.0,45.7,37.2,467.0,38.0,8.1,32.0,0.84,13.9,Serie A 2021-2022
vs Angers,3,38.0,44.0,9.0,0.0,5.0,3.0,44.7,0.28,3.7,0.1,177.0,441.0,40.1,869.0,164.0,34.5,33.1,268.0,52.6,40.5,440.0,19.0,4.3,40.0,1.05,15.4,Ligue 1 2021-2022
vs Bordeaux,2,38.0,52.0,2.0,0.0,8.0,2.0,43.0,0.26,-7.0,-0.19,131.0,402.0,32.6,823.0,190.0,33.7,33.3,272.0,46.0,39.1,458.0,28.0,6.1,46.0,1.21,14.9,Ligue 1 2021-2022
vs Brest,1,38.0,49.0,7.0,1.0,7.0,1.0,44.6,0.25,-3.4,-0.09,116.0,315.0,36.8,842.0,202.0,24.8,29.5,268.0,39.6,37.3,538.0,22.0,4.1,38.0,1.0,13.9,Ligue 1 2021-2022
vs Clermont Foot,2,38.0,38.0,2.0,0.0,5.0,2.0,40.1,0.28,4.1,0.11,153.0,406.0,37.7,908.0,187.0,30.2,31.1,292.0,45.2,38.4,541.0,30.0,5.5,43.0,1.13,15.4,Ligue 1 2021-2022
vs Lens,2,38.0,62.0,5.0,2.0,6.0,2.0,52.1,0.26,-7.9,-0.21,174.0,501.0,34.7,970.0,199.0,33.6,33.2,292.0,59.9,45.3,519.0,23.0,4.4,61.0,1.61,16.3,Ligue 1 2021-2022
vs Lille,2,38.0,48.0,4.0,0.0,5.0,3.0,45.4,0.27,0.4,0.01,186.0,550.0,33.8,841.0,171.0,39.8,35.3,314.0,68.5,48.2,491.0,25.0,5.1,47.0,1.24,16.5,Ligue 1 2021-2022
