Squad,# Pl,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,League
vs Roma,26,38.0,624.0,403.0,314.0,246.0,64.0,276.0,639.0,43.2,363.0,381.0,138.0,243.0,393.0,1017.0,887.0,17.0,Serie A 2018-2019
vs Sampdoria,24,38.0,653.0,386.0,309.0,265.0,79.0,192.0,478.0,40.2,286.0,455.0,113.0,342.0,508.0,1161.0,801.0,14.0,Serie A 2018-2019
vs Sassuolo,29,38.0,660.0,396.0,296.0,264.0,100.0,272.0,631.0,43.1,359.0,429.0,128.0,301.0,409.0,1069.0,745.0,15.0,Serie A 2018-2019
vs SPAL,28,38.0,615.0,406.0,275.0,248.0,92.0,218.0,492.0,44.3,274.0,404.0,115.0,289.0,342.0,957.0,797.0,8.0,Serie A 2018-2019
vs Torino,25,38.0,701.0,438.0,346.0,271.0,84.0,251.0,589.0,42.6,338.0,418.0,116.0,302.0,373.0,1074.0,917.0,10.0,Serie A 2018-2019
vs Udinese,31,38.0,601.0,372.0,246.0,264.0,91.0,227.0,564.0,40.2,337.0,356.0,99.0,257.0,342.0,943.0,703.0,10.0,Serie A 2018-2019
vs Amiens,26,38.0,630.0,380.0,296.0,262.0,72.0,228.0,485.0,47.0,257.0,353.0,99.0,254.0,406.0,1036.0,771.0,13.0,Ligue 1 2018-2019
vs Angers,24,38.0,691.0,427.0,321.0,298.0,72.0,245.0,561.0,43.7,316.0,373.0,107.0,266.0,412.0,1103.0,770.0,13.0,Ligue 1 2018-2019
vs Bordeaux,33,38.0,739.0,481.0,316.0,323.0,100.0,312.0,657.0,47.5,345.0,401.0,96.0,305.0,369.0,1108.0,746.0,14.0,Ligue 1 2018-2019
vs Caen,26,38.0,679.0,386.0,284.0,313.0,82.0,267.0,535.0,49.9,268.0,337.0,95.0,242.0,330.0,1009.0,815.0,3.0,Ligue 1 2018-2019
vs Dijon,26,38.0,635.0,390.0,292.0,279.0,64.0,252.0,602.0,41.9,350.0,375.0,105.0,270.0,359.0,994.0,796.0,12.0,Ligue 1 2018-2019
vs Guingamp,30,38.0,694.0,431.0,375.0,253.0,66.0,219.0,573.0,38.2,354.0,369.0,116.0,253.0,414.0,1108.0,978.0,13.0,Ligue 1 2018-2019
vs Lille,25,38.0,728.0,465.0,353.0,296.0,79.0,267.0,632.0,42.2,365.0,383.0,104.0,279.0,467.0,1195.0,725.0,15.0,Ligue 1 2018-2019
vs Lyon,25,38.0,755.0,426.0,392.0,283.0,80.0,301.0,764.0,39.4,463.0,454.0,160.0,294.0,517.0,1272.0,781.0,19.0,Ligue 1 2018-2019
vs Marseille,24,38.0,666.0,417.0,353.0,256.0,57.0,299.0,654.0,45.7,355.0,380.0,126.0,254.0,440.0,1106.0,904.0,11.0,Ligue 1 2018-2019
vs Monaco,42,38.0,632.0,379.0,317.0,240.0,75.0,282.0,574.0,49.1,292.0,421.0,131.0,290.0,449.0,1081.0,807.0,21.0,Ligue 1 2018-2019
vs Montpellier,25,38.0,647.0,410.0,328.0,254.0,65.0,260.0,563.0,46.2,303.0,402.0,114.0,288.0,409.0,1056.0,906.0,15.0,Ligue 1 2018-2019
vs Nantes,33,38.0,623.0,400.0,310.0,253.0,60.0,227.0,507.0,44.8,280.0,445.0,136.0,309.0,494.0,1117.0,871.0,15.0,Ligue 1 2018-2019
vs Nice,30,38.0,830.0,483.0,400.0,344.0,86.0,421.0,927.0,45.4,506.0,385.0,119.0,266.0,400.0,1230.0,580.0,10.0,Ligue 1 2018-2019
vs Nîmes,23,38.0,723.0,447.0,349.0,294.0,80.0,319.0,681.0,46.8,362.0,391.0,120.0,271.0,398.0,1121.0,922.0,15.0,Ligue 1 2018-2019
vs Paris S-G,30,38.0,749.0,482.0,410.0,261.0,78.0,295.0,748.0,39.4,453.0,372.0,115.0,257.0,493.0,1242.0,788.0,20.0,Ligue 1 2018-2019
vs Reims,27,38.0,607.0,384.0,257.0,257.0,93.0,269.0,588.0,45.7,319.0,341.0,84.0,257.0,412.0,1019.0,779.0,16.0,Ligue 1 2018-2019
vs Rennes,28,38.0,751.0,441.0,368.0,295.0,88.0,378.0,768.0,49.2,390.0,372.0,106.0,266.0,389.0,1140.0,787.0,17.0,Ligue 1 2018-2019
vs Saint-Étienne,29,38.0,662.0,406.0,327.0,248.0,87.0,254.0,568.0,44.7,314.0,396.0,140.0,256.0,451.0,1113.0,811.0,24.0,Ligue 1 2018-2019
vs Strasbourg,26,38.0,628.0,387.0,308.0,245.0,75.0,229.0,515.0,44.5,286.0,401.0,93.0,308.0,390.0,1018.0,778.0,14.0,Ligue 1 2018-2019
vs Toulouse,29,38.0,776.0,438.0,383.0,292.0,101.0,329.0,695.0,47.3,366.0,375.0,107.0,268.0,419.0,1195.0,800.0,17.0,Ligue 1 2018-2019
vs ADO Den Haag,25,34.0,499.0,314.0,247.0,201.0,51.0,185.0,413.0,44.8,228.0,337.0,90.0,247.0,301.0,800.0,791.0,9.0,Eredivisie 2018-2019
vs Ajax,29,34.0,707.0,422.0,448.0,232.0,27.0,269.0,694.0,38.8,425.0,485.0,160.0,325.0,449.0,1156.0,1057.0,16.0,Eredivisie 2018-2019
vs AZ Alkmaar,24,34.0,718.0,436.0,389.0,262.0,67.0,258.0,658.0,39.2,400.0,413.0,121.0,292.0,423.0,1141.0,704.0,11.0,Eredivisie 2018-2019
vs De Graafschap,26,34.0,571.0,367.0,260.0,249.0,62.0,177.0,445.0,39.8,268.0,299.0,81.0,218.0,351.0,922.0,709.0,12.0,Eredivisie 2018-2019
vs Emmen,28,34.0,578.0,368.0,263.0,241.0,74.0,207.0,451.0,45.9,244.0,368.0,91.0,277.0,372.0,950.0,701.0,17.0,Eredivisie 2018-2019
vs Excelsior,24,34.0,625.0,414.0,269.0,279.0,77.0,227.0,553.0,41.0,326.0,328.0,84.0,244.0,370.0,995.0,577.0,10.0,Eredivisie 2018-2019
vs Feyenoord,28,34.0,620.0,348.0,320.0,234.0,66.0,243.0,608.0,40.0,365.0,455.0,150.0,305.0,459.0,1079.0,826.0,16.0,Eredivisie 2018-2019
vs Fortuna Sittard,28,34.0,596.0,343.0,295.0,225.0,76.0,201.0,495.0,40.6,294.0,367.0,118.0,249.0,366.0,962.0,668.0,22.0,Eredivisie 2018-2019
vs Groningen,27,34.0,636.0,400.0,329.0,238.0,69.0,209.0,500.0,41.8,291.0,336.0,92.0,244.0,293.0,929.0,821.0,13.0,Eredivisie 2018-2019
vs Heerenveen,24,34.0,593.0,369.0,314.0,229.0,50.0,280.0,533.0,52.5,253.0,318.0,89.0,229.0,343.0,936.0,632.0,9.0,Eredivisie 2018-2019
vs Heracles Almelo,25,34.0,718.0,452.0,355.0,301.0,62.0,274.0,593.0,46.2,319.0,388.0,106.0,282.0,383.0,1101.0,681.0,16.0,Eredivisie 2018-2019
vs NAC Breda,34,34.0,595.0,360.0,267.0,255.0,73.0,266.0,505.0,52.7,239.0,334.0,84.0,250.0,332.0,927.0,695.0,6.0,Eredivisie 2018-2019
vs PSV Eindhoven,26,34.0,594.0,363.0,335.0,227.0,32.0,218.0,638.0,34.2,420.0,431.0,141.0,290.0,375.0,969.0,1045.0,21.0,Eredivisie 2018-2019
vs Utrecht,27,34.0,669.0,426.0,314.0,298.0,57.0,249.0,508.0,49.0,259.0,402.0,118.0,284.0,401.0,1070.0,781.0,10.0,Eredivisie 2018-2019
vs Vitesse,26,34.0,552.0,345.0,286.0,212.0,54.0,216.0,476.0,45.4,260.0,374.0,107.0,267.0,329.0,881.0,949.0,11.0,Eredivisie 2018-2019
vs VVV-Venlo,24,34.0,504.0,292.0,212.0,230.0,62.0,175.0,442.0,39.6,267.0,319.0,101.0,218.0,312.0,816.0,664.0,14.0,Eredivisie 2018-2019
vs Willem II,28,34.0,789.0,484.0,407.0,310.0,72.0,308.0,655.0,47.0,347.0,346.0,74.0,272.0,355.0,1144.0,683.0,16.0,Eredivisie 2018-2019
vs Zwolle,26,34.0,629.0,382.0,335.0,231.0,63.0,316.0,617.0,51.2,301.0,363.0,121.0,242.0,324.0,953.0,870.0,14.0,Eredivisie 2018-2019
vs Aves,34,34.0,521.0,359.0,238.0,223.0,60.0,147.0,382.0,38.5,235.0,325.0,118.0,207.0,386.0,907.0,752.0,7.0,Primeira Liga 2018-2019
vs B-SAD,31,34.0,524.0,,197.0,232.0,95.0,168.0,402.0,41.8,234.0,325.0,83.0,242.0,,,516.0,10.0,Primeira Liga 2018-2019
vs Benfica,29,34.0,562.0,385.0,292.0,212.0,58.0,194.0,482.0,40.2,288.0,426.0,117.0,309.0,515.0,1077.0,843.0,15.0,Primeira Liga 2018-2019
vs Boavista,31,34.0,537.0,389.0,266.0,212.0,59.0,141.0,335.0,42.1,194.0,326.0,102.0,224.0,345.0,882.0,634.0,7.0,Primeira Liga 2018-2019
vs Braga,24,34.0,480.0,341.0,255.0,179.0,46.0,124.0,325.0,38.2,201.0,342.0,97.0,245.0,428.0,908.0,851.0,10.0,Primeira Liga 2018-2019
vs Chaves,33,34.0,549.0,386.0,271.0,217.0,61.0,167.0,386.0,43.3,219.0,349.0,105.0,244.0,395.0,944.0,804.0,2.0,Primeira Liga 2018-2019
vs Feirense,33,34.0,531.0,379.0,255.0,218.0,58.0,164.0,354.0,46.3,190.0,298.0,59.0,239.0,405.0,936.0,633.0,5.0,Primeira Liga 2018-2019
vs Marítimo,30,34.0,475.0,303.0,189.0,226.0,60.0,139.0,344.0,40.4,205.0,272.0,74.0,198.0,396.0,871.0,647.0,2.0,Primeira Liga 2018-2019
vs Moreirense,26,34.0,630.0,437.0,326.0,242.0,62.0,147.0,375.0,39.2,228.0,396.0,97.0,299.0,446.0,1076.0,702.0,9.0,Primeira Liga 2018-2019
vs Nacional,30,34.0,561.0,397.0,305.0,210.0,46.0,144.0,381.0,37.8,237.0,331.0,102.0,229.0,368.0,929.0,760.0,4.0,Primeira Liga 2018-2019
vs Portimonense,32,34.0,629.0,433.0,298.0,265.0,66.0,230.0,504.0,45.6,274.0,341.0,93.0,248.0,431.0,1060.0,713.0,10.0,Primeira Liga 2018-2019
vs Porto,27,34.0,625.0,420.0,331.0,240.0,54.0,254.0,609.0,41.7,355.0,373.0,138.0,235.0,434.0,1059.0,910.0,6.0,Primeira Liga 2018-2019
vs Rio Ave,33,34.0,585.0,414.0,285.0,231.0,69.0,199.0,496.0,40.1,297.0,324.0,90.0,234.0,380.0,965.0,641.0,6.0,Primeira Liga 2018-2019
vs Santa Clara,31,34.0,474.0,358.0,222.0,192.0,60.0,152.0,349.0,43.6,197.0,291.0,86.0,205.0,425.0,899.0,740.0,5.0,Primeira Liga 2018-2019
vs Sporting CP,31,34.0,556.0,354.0,283.0,226.0,47.0,175.0,418.0,41.9,243.0,366.0,120.0,246.0,458.0,1014.0,796.0,6.0,Primeira Liga 2018-2019
vs Tondela,25,34.0,513.0,343.0,268.0,184.0,61.0,166.0,365.0,45.5,199.0,309.0,83.0,226.0,418.0,931.0,896.0,4.0,Primeira Liga 2018-2019
vs Vitória,29,34.0,645.0,440.0,340.0,246.0,59.0,191.0,465.0,41.1,274.0,363.0,101.0,262.0,461.0,1106.0,696.0,2.0,Primeira Liga 2018-2019
vs Vitória Setúbal,31,34.0,473.0,330.0,241.0,187.0,45.0,139.0,319.0,43.6,180.0,329.0,85.0,244.0,381.0,854.0,844.0,7.0,Primeira Liga 2018-2019
vs Aston Villa,31,46.0,760.0,463.0,390.0,309.0,61.0,258.0,653.0,39.5,395.0,476.0,178.0,298.0,454.0,1214.0,1161.0,19.0,Championship 2018-2019
vs Birmingham City,25,46.0,765.0,485.0,440.0,262.0,63.0,292.0,599.0,48.7,307.0,459.0,156.0,303.0,390.0,1155.0,1319.0,13.0,Championship 2018-2019
vs Blackburn,28,46.0,750.0,455.0,389.0,291.0,70.0,240.0,629.0,38.2,389.0,517.0,149.0,368.0,511.0,1261.0,1134.0,17.0,Championship 2018-2019
vs Bolton,32,45.0,679.0,413.0,345.0,268.0,66.0,264.0,555.0,47.6,291.0,392.0,108.0,284.0,342.0,1021.0,1139.0,9.0,Championship 2018-2019
vs Brentford,30,45.0,874.0,535.0,418.0,361.0,95.0,360.0,769.0,46.8,409.0,557.0,192.0,365.0,589.0,1463.0,1092.0,15.0,Championship 2018-2019
vs Bristol City,29,46.0,741.0,461.0,365.0,299.0,77.0,299.0,684.0,43.7,385.0,442.0,145.0,297.0,441.0,1182.0,1323.0,17.0,Championship 2018-2019
vs Derby County,29,46.0,742.0,471.0,384.0,295.0,63.0,253.0,543.0,46.6,290.0,498.0,159.0,339.0,545.0,1287.0,1027.0,17.0,Championship 2018-2019
vs Hull City,28,46.0,659.0,417.0,332.0,266.0,61.0,230.0,540.0,42.6,310.0,513.0,131.0,382.0,403.0,1062.0,1068.0,20.0,Championship 2018-2019
vs Ipswich Town,38,46.0,640.0,390.0,323.0,251.0,66.0,233.0,550.0,42.4,317.0,482.0,114.0,368.0,415.0,1055.0,1263.0,17.0,Championship 2018-2019
vs Leeds United,28,46.0,757.0,459.0,375.0,307.0,75.0,281.0,610.0,46.1,329.0,648.0,207.0,441.0,596.0,1353.0,1359.0,8.0,Championship 2018-2019
vs Middlesbrough,24,46.0,714.0,426.0,347.0,291.0,76.0,307.0,630.0,48.7,323.0,494.0,175.0,319.0,404.0,1118.0,1197.0,24.0,Championship 2018-2019
vs Millwall,29,46.0,585.0,348.0,294.0,227.0,64.0,210.0,417.0,50.4,207.0,523.0,145.0,378.0,380.0,965.0,1502.0,19.0,Championship 2018-2019
vs Norwich City,24,46.0,890.0,546.0,441.0,357.0,92.0,359.0,782.0,45.9,423.0,696.0,201.0,495.0,533.0,1423.0,1089.0,21.0,Championship 2018-2019
vs Nott'ham Forest,32,46.0,765.0,449.0,375.0,308.0,82.0,317.0,712.0,44.5,395.0,534.0,183.0,351.0,420.0,1185.0,1044.0,22.0,Championship 2018-2019
vs Preston,31,46.0,639.0,404.0,339.0,249.0,51.0,213.0,460.0,46.3,247.0,493.0,156.0,337.0,501.0,1140.0,1166.0,14.0,Championship 2018-2019
vs QPR,29,46.0,751.0,458.0,377.0,297.0,77.0,252.0,585.0,43.1,333.0,415.0,156.0,259.0,456.0,1207.0,1201.0,19.0,Championship 2018-2019
vs Reading,39,46.0,824.0,513.0,370.0,366.0,88.0,307.0,771.0,39.8,464.0,454.0,133.0,321.0,492.0,1316.0,925.0,15.0,Championship 2018-2019
vs Rotherham Utd,26,46.0,653.0,425.0,319.0,269.0,65.0,198.0,426.0,46.5,228.0,477.0,180.0,297.0,373.0,1026.0,1495.0,17.0,Championship 2018-2019
vs Sheffield Utd,26,46.0,592.0,358.0,330.0,207.0,55.0,216.0,499.0,43.3,283.0,538.0,161.0,377.0,480.0,1072.0,1269.0,16.0,Championship 2018-2019
vs Sheffield Weds,31,46.0,716.0,425.0,311.0,330.0,75.0,250.0,565.0,44.2,315.0,472.0,129.0,343.0,482.0,1198.0,996.0,17.0,Championship 2018-2019
vs Stoke City,30,46.0,647.0,395.0,309.0,244.0,94.0,234.0,529.0,44.2,295.0,492.0,140.0,352.0,414.0,1061.0,1216.0,11.0,Championship 2018-2019
vs Swansea City,28,46.0,796.0,475.0,370.0,354.0,72.0,280.0,663.0,42.2,383.0,546.0,162.0,384.0,555.0,1351.0,996.0,13.0,Championship 2018-2019
vs West Brom,29,46.0,756.0,449.0,369.0,310.0,77.0,297.0,666.0,44.6,369.0,469.0,160.0,309.0,465.0,1221.0,1123.0,23.0,Championship 2018-2019
vs Wigan Athletic,32,46.0,597.0,371.0,297.0,229.0,71.0,211.0,508.0,41.5,297.0,454.0,130.0,324.0,418.0,1015.0,1211.0,23.0,Championship 2018-2019
vs Aberdeen,27,38.0,,,,,,,,,,,,,,,,,Scottish Premiership 2018-2019
vs Celtic,35,38.0,,,,,,,,,,,,,,,,,Scottish Premiership 2018-2019
vs Dundee,40,38.0,,,,,,,,,,,,,,,,,Scottish Premiership 2018-2019
vs Hamilton Acad.,33,38.0,,,,,,,,,,,,,,,,,Scottish Premiership 2018-2019
vs Hearts,35,38.0,,,,,,,,,,,,,,,,,Scottish Premiership 2018-2019
vs Hibernian,35,38.0,,,,,,,,,,,,,,,,,Scottish Premiership 2018-2019
vs Kilmarnock,30,38.0,,,,,,,,,,,,,,,,,Scottish Premiership 2018-2019
vs Livingston,31,38.0,,,,,,,,,,,,,,,,,Scottish Premiership 2018-2019
vs Motherwell,32,38.0,,,,,,,,,,,,,,,,,Scottish Premiership 2018-2019
vs Rangers,34,38.0,,,,,,,,,,,,,,,,,Scottish Premiership 2018-2019
vs St Johnstone,29,38.0,,,,,,,,,,,,,,,,,Scottish Premiership 2018-2019
vs St Mirren,39,38.0,,,,,,,,,,,,,,,,,Scottish Premiership 2018-2019
vs Augsburg,27,34.0,576.0,427.0,282.0,242.0,52.0,256.0,441.0,58.0,185.0,400.0,93.0,307.0,342.0,918.0,844.0,14.0,Bundesliga 2017-2018
vs Bayern Munich,28,34.0,621.0,472.0,358.0,213.0,50.0,402.0,679.0,59.2,277.0,425.0,123.0,302.0,411.0,1032.0,922.0,14.0,Bundesliga 2017-2018
vs Dortmund,30,34.0,696.0,513.0,355.0,290.0,51.0,375.0,679.0,55.2,304.0,422.0,122.0,300.0,446.0,1142.0,843.0,18.0,Bundesliga 2017-2018
vs Eint Frankfurt,28,34.0,658.0,477.0,356.0,245.0,57.0,304.0,550.0,55.3,246.0,454.0,83.0,371.0,369.0,1027.0,749.0,23.0,Bundesliga 2017-2018
vs Freiburg,29,34.0,627.0,473.0,258.0,291.0,78.0,235.0,454.0,51.8,219.0,449.0,96.0,353.0,359.0,986.0,650.0,11.0,Bundesliga 2017-2018
vs Gladbach,27,34.0,739.0,527.0,362.0,322.0,55.0,357.0,669.0,53.4,312.0,484.0,116.0,368.0,425.0,1164.0,664.0,13.0,Bundesliga 2017-2018
vs Hamburger SV,29,34.0,771.0,552.0,385.0,308.0,78.0,406.0,671.0,60.5,265.0,473.0,99.0,374.0,385.0,1156.0,937.0,13.0,Bundesliga 2017-2018
vs Hannover 96,26,34.0,641.0,491.0,277.0,284.0,80.0,254.0,484.0,52.5,230.0,462.0,97.0,365.0,378.0,1019.0,777.0,9.0,Bundesliga 2017-2018
vs Hertha BSC,25,34.0,619.0,460.0,288.0,278.0,53.0,313.0,553.0,56.6,240.0,390.0,66.0,324.0,391.0,1010.0,654.0,10.0,Bundesliga 2017-2018
vs Hoffenheim,26,34.0,692.0,504.0,312.0,305.0,75.0,319.0,552.0,57.8,233.0,454.0,120.0,334.0,435.0,1127.0,755.0,15.0,Bundesliga 2017-2018
vs Köln,31,34.0,585.0,447.0,274.0,248.0,63.0,327.0,558.0,58.6,231.0,427.0,93.0,334.0,367.0,952.0,865.0,16.0,Bundesliga 2017-2018
vs Leverkusen,24,34.0,708.0,491.0,322.0,307.0,79.0,325.0,633.0,51.3,308.0,524.0,130.0,394.0,427.0,1135.0,752.0,14.0,Bundesliga 2017-2018
vs Mainz 05,27,34.0,751.0,555.0,342.0,327.0,82.0,361.0,634.0,56.9,273.0,387.0,78.0,309.0,381.0,1132.0,712.0,19.0,Bundesliga 2017-2018
vs RB Leipzig,23,34.0,826.0,590.0,400.0,349.0,77.0,405.0,769.0,52.7,364.0,486.0,102.0,384.0,448.0,1274.0,844.0,17.0,Bundesliga 2017-2018
vs Schalke 04,24,34.0,714.0,541.0,334.0,324.0,56.0,423.0,738.0,57.3,315.0,375.0,77.0,298.0,378.0,1092.0,630.0,9.0,Bundesliga 2017-2018
vs Stuttgart,26,34.0,576.0,452.0,297.0,228.0,51.0,302.0,539.0,56.0,237.0,387.0,86.0,301.0,372.0,948.0,695.0,16.0,Bundesliga 2017-2018
vs Werder Bremen,25,34.0,614.0,471.0,296.0,271.0,47.0,273.0,477.0,57.2,204.0,498.0,114.0,384.0,357.0,971.0,799.0,10.0,Bundesliga 2017-2018
vs Wolfsburg,29,34.0,614.0,460.0,272.0,278.0,64.0,231.0,451.0,51.2,220.0,373.0,85.0,288.0,399.0,1013.0,618.0,9.0,Bundesliga 2017-2018
vs Arsenal,30,38.0,576.0,347.0,293.0,216.0,67.0,164.0,547.0,30.0,383.0,508.0,164.0,344.0,584.0,1160.0,1079.0,15.0,Premier League 2017-2018
vs Bournemouth,22,38.0,714.0,500.0,316.0,316.0,82.0,293.0,636.0,46.1,343.0,441.0,129.0,312.0,555.0,1269.0,980.0,13.0,Premier League 2017-2018
vs Brighton,24,38.0,483.0,327.0,239.0,182.0,62.0,188.0,487.0,38.6,299.0,351.0,96.0,255.0,385.0,868.0,854.0,14.0,Premier League 2017-2018
vs Burnley,24,38.0,472.0,332.0,244.0,185.0,43.0,127.0,345.0,36.8,218.0,318.0,92.0,226.0,339.0,811.0,1134.0,14.0,Premier League 2017-2018
vs Chelsea,26,38.0,635.0,427.0,326.0,236.0,73.0,221.0,734.0,30.1,513.0,478.0,173.0,305.0,547.0,1182.0,1006.0,19.0,Premier League 2017-2018
vs Crystal Palace,28,38.0,721.0,447.0,332.0,288.0,101.0,239.0,718.0,33.3,479.0,404.0,137.0,267.0,409.0,1130.0,1034.0,25.0,Premier League 2017-2018
vs Everton,30,38.0,578.0,374.0,279.0,232.0,67.0,197.0,461.0,42.7,264.0,417.0,88.0,329.0,408.0,986.0,929.0,19.0,Premier League 2017-2018
vs Huddersfield,25,38.0,631.0,433.0,316.0,272.0,43.0,215.0,491.0,43.8,276.0,408.0,106.0,302.0,440.0,1071.0,1081.0,15.0,Premier League 2017-2018
vs Leicester City,27,38.0,653.0,437.0,326.0,253.0,74.0,294.0,716.0,41.1,422.0,374.0,115.0,259.0,402.0,1055.0,1084.0,18.0,Premier League 2017-2018
vs Liverpool,27,38.0,658.0,435.0,373.0,240.0,45.0,210.0,649.0,32.4,439.0,465.0,174.0,291.0,506.0,1164.0,1111.0,39.0,Premier League 2017-2018
vs Manchester City,25,38.0,635.0,416.0,418.0,169.0,48.0,229.0,732.0,31.3,503.0,473.0,152.0,321.0,599.0,1234.0,989.0,24.0,Premier League 2017-2018
vs Manchester Utd,27,38.0,669.0,447.0,388.0,218.0,63.0,270.0,736.0,36.7,466.0,456.0,165.0,291.0,438.0,1107.0,1068.0,15.0,Premier League 2017-2018
vs Newcastle Utd,27,38.0,640.0,429.0,306.0,248.0,86.0,229.0,533.0,43.0,304.0,389.0,118.0,271.0,379.0,1019.0,1058.0,25.0,Premier League 2017-2018
vs Southampton,26,38.0,530.0,343.0,281.0,191.0,58.0,151.0,530.0,28.5,379.0,452.0,117.0,335.0,420.0,950.0,1057.0,19.0,Premier League 2017-2018
vs Stoke City,30,38.0,585.0,408.0,281.0,237.0,67.0,182.0,507.0,35.9,325.0,346.0,96.0,250.0,330.0,915.0,908.0,17.0,Premier League 2017-2018
vs Swansea City,26,38.0,644.0,423.0,322.0,245.0,77.0,205.0,523.0,39.2,318.0,379.0,102.0,277.0,399.0,1043.0,936.0,10.0,Premier League 2017-2018
vs Tottenham,25,38.0,743.0,485.0,427.0,266.0,50.0,282.0,718.0,39.3,436.0,503.0,181.0,322.0,531.0,1274.0,1192.0,33.0,Premier League 2017-2018
vs Watford,29,38.0,643.0,426.0,315.0,261.0,67.0,233.0,565.0,41.2,332.0,463.0,115.0,348.0,439.0,1082.0,1183.0,18.0,Premier League 2017-2018
vs West Brom,24,38.0,652.0,424.0,314.0,260.0,78.0,205.0,526.0,39.0,321.0,323.0,88.0,235.0,344.0,996.0,1059.0,20.0,Premier League 2017-2018
vs West Ham,27,38.0,606.0,423.0,285.0,250.0,71.0,219.0,642.0,34.1,423.0,378.0,89.0,289.0,370.0,976.0,1062.0,18.0,Premier League 2017-2018
vs Alavés,30,38.0,650.0,462.0,323.0,246.0,81.0,246.0,576.0,42.7,330.0,317.0,88.0,229.0,422.0,1072.0,721.0,5.0,La Liga 2017-2018
vs Athletic Club,26,38.0,670.0,449.0,332.0,280.0,58.0,261.0,611.0,42.7,350.0,374.0,76.0,298.0,422.0,1092.0,919.0,6.0,La Liga 2017-2018
vs Atlético Madrid,26,38.0,715.0,494.0,346.0,273.0,96.0,267.0,693.0,38.5,426.0,390.0,91.0,299.0,488.0,1203.0,792.0,12.0,La Liga 2017-2018
vs Barcelona,25,38.0,819.0,517.0,438.0,307.0,74.0,354.0,973.0,36.4,619.0,477.0,128.0,349.0,618.0,1437.0,694.0,14.0,La Liga 2017-2018
vs Betis,29,38.0,622.0,405.0,296.0,261.0,65.0,240.0,679.0,35.3,439.0,356.0,94.0,262.0,448.0,1070.0,566.0,8.0,La Liga 2017-2018
vs Celta Vigo,23,38.0,655.0,426.0,296.0,288.0,71.0,227.0,603.0,37.6,376.0,372.0,103.0,269.0,495.0,1150.0,735.0,13.0,La Liga 2017-2018
vs Eibar,27,38.0,671.0,435.0,402.0,231.0,38.0,297.0,649.0,45.8,352.0,401.0,115.0,286.0,510.0,1181.0,1156.0,4.0,La Liga 2017-2018
vs Espanyol,25,38.0,661.0,443.0,318.0,275.0,68.0,273.0,596.0,45.8,323.0,404.0,95.0,309.0,433.0,1094.0,846.0,9.0,La Liga 2017-2018
vs Getafe,32,38.0,696.0,480.0,350.0,273.0,73.0,288.0,584.0,49.3,296.0,357.0,83.0,274.0,515.0,1211.0,788.0,14.0,La Liga 2017-2018
vs Girona,25,38.0,653.0,439.0,318.0,268.0,67.0,284.0,644.0,44.1,360.0,308.0,96.0,212.0,396.0,1049.0,896.0,16.0,La Liga 2017-2018
vs La Coruña,32,38.0,624.0,431.0,306.0,263.0,55.0,245.0,620.0,39.5,375.0,356.0,102.0,254.0,491.0,1115.0,825.0,8.0,La Liga 2017-2018
vs Las Palmas,36,38.0,722.0,514.0,306.0,331.0,85.0,264.0,713.0,37.0,449.0,355.0,90.0,265.0,506.0,1228.0,785.0,5.0,La Liga 2017-2018
vs Leganés,28,38.0,720.0,474.0,356.0,284.0,80.0,267.0,608.0,43.9,341.0,371.0,85.0,286.0,432.0,1152.0,796.0,7.0,La Liga 2017-2018
vs Levante,33,38.0,755.0,522.0,380.0,282.0,93.0,310.0,685.0,45.3,375.0,380.0,105.0,275.0,454.0,1209.0,813.0,7.0,La Liga 2017-2018
vs Málaga,37,38.0,748.0,509.0,347.0,315.0,86.0,278.0,586.0,47.4,308.0,359.0,88.0,271.0,452.0,1200.0,941.0,8.0,La Liga 2017-2018
vs Real Madrid,24,38.0,644.0,418.0,358.0,205.0,81.0,251.0,752.0,33.4,501.0,431.0,152.0,279.0,486.0,1130.0,974.0,17.0,La Liga 2017-2018
vs Real Sociedad,27,38.0,708.0,510.0,366.0,266.0,76.0,261.0,623.0,41.9,362.0,430.0,127.0,303.0,489.0,1197.0,855.0,13.0,La Liga 2017-2018
vs Sevilla,31,38.0,699.0,471.0,353.0,277.0,69.0,269.0,661.0,40.7,392.0,442.0,118.0,324.0,467.0,1166.0,851.0,12.0,La Liga 2017-2018
vs Valencia,25,38.0,746.0,488.0,335.0,312.0,99.0,271.0,699.0,38.8,428.0,364.0,108.0,256.0,542.0,1288.0,698.0,13.0,La Liga 2017-2018
vs Villarreal,32,38.0,640.0,440.0,294.0,260.0,86.0,247.0,575.0,43.0,328.0,383.0,109.0,274.0,518.0,1158.0,696.0,9.0,La Liga 2017-2018
vs Atalanta,25,38.0,711.0,484.0,375.0,272.0,64.0,262.0,704.0,37.2,442.0,505.0,157.0,348.0,589.0,1300.0,935.0,20.0,Serie A 2017-2018
vs Benevento,41,38.0,697.0,450.0,313.0,269.0,115.0,272.0,665.0,40.9,393.0,398.0,104.0,294.0,430.0,1127.0,742.0,11.0,Serie A 2017-2018
